user,date,text,location,coordinates
UberFacts,Wed Apr 05 22:19:15 +0000 2023,"In 2010, United Airlines told a blind passenger that they would help her off the plane after the other passengers h… https://t.co/bvtM9elbwS",🌎,
JDVance1,Thu Apr 06 01:18:34 +0000 2023,This is a major pet peeve of mine with airlines. Boarding time is 7:56 yet the plane hasn’t started boarding. So wi… https://t.co/XR2FFTUB9q,"Cincinnati, OH",
airwaysmagazine,Fri Apr 07 09:18:03 +0000 2023,"Maintaining its title as the largest carrier across the Atlantic and Pacific, United Airlines (UA) has added almost… https://t.co/zZl0wGkLvA",,
Marisazayas1,Fri Apr 07 18:04:49 +0000 2023,"RT @berm_dan: ""United Airlines Reveals First eVTOL Passenger Route Starting In 2025""

""roughly $100 for the trip""

Sounds almost like a new…",,
Moorewealthal,Fri Apr 07 18:02:49 +0000 2023,"RT @Convertbond: Recent Drawdowns

Lincoln National LNC -43%
Schwab SCHW -42%
Regional Banks KRE -34%
Ally Financial ALLY -30%
Alcoa AA -30…",,
sarpy_spotter,Fri Apr 07 18:01:40 +0000 2023,"#KOMA - #UAL1180 (A319-131 A319) United Airlines @ 37000 ft and 69.3° frm hrzn, heading E @ 13:00:11 -… https://t.co/skQsid3MUL","Bellevue, NE",
RicTroys22,Fri Apr 07 18:00:50 +0000 2023,@1mir_r @45Gigi24 @RDog861 @Ikennect @PatriotInSF @CL4WS_OUT @emma6USA @daverich503 @thandar324 @GreyLady45… https://t.co/IewyKAOXMa,,
reneisaacgarcia,Fri Apr 07 18:00:09 +0000 2023,"With severe storms forecast to impact much of the central United States and multiple likely tornadoes, airlines beg… https://t.co/GRli2FzYLS","San Antonio, TX",
centralspotter,Fri Apr 07 17:59:10 +0000 2023,"👀✈️🔊
N78001 
#UAL927 
#United Airlines 
#United States
#Boeing 777 224ER 
#United Airlines
#AA92F8
Alt 34000ft… https://t.co/5cMuHMdzyR","Scotland, United Kingdom",
centralspotter,Fri Apr 07 17:56:39 +0000 2023,"👀✈️🔊
N662UA 
#UAL25 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A8BD6A
Alt 36000ft… https://t.co/1uz5xzrout","Scotland, United Kingdom",
laxradar,Fri Apr 07 17:56:18 +0000 2023,"United Airlines flight #UAL1956 spotted at 20,975 feet! https://t.co/0nYhQ7VBZO","Los Angeles, CA",
sarpy_spotter,Fri Apr 07 17:56:06 +0000 2023,"#KOMA - #UAL1575 (737-9 ) United Airlines @ 35000 ft and 35.8° frm hrzn, heading E @ 12:55:25 -… https://t.co/QdWVk1XoLN","Bellevue, NE",
sarpy_spotter,Fri Apr 07 17:50:22 +0000 2023,"#KOMA - #UAL1241 (737-924ER B739) United Airlines @ 35000 ft and 51.6° frm hrzn, heading E @ 12:48:59 -… https://t.co/JtESx6QSdA","Bellevue, NE",
centralspotter,Fri Apr 07 17:50:03 +0000 2023,"👀✈️🔊
N662UA 
#UAL25 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A8BD6A
Alt 36000ft… https://t.co/itv2wiaCjC","Scotland, United Kingdom",
mrtgr,Fri Apr 07 17:49:01 +0000 2023,"Again, published near, and not on, April Fool's Day. https://t.co/JZ1tDmrpRM",Chicago.,
mzjacobson,Fri Apr 07 17:46:50 +0000 2023,"RT @berm_dan: ""United Airlines Reveals First eVTOL Passenger Route Starting In 2025""

""roughly $100 for the trip""

Sounds almost like a new…",Stanford University,
RI_Aircraft,Fri Apr 07 17:46:34 +0000 2023,"#KBOS / #KPVD - #UAL2060 (A320-232 A320) United Airlines @ 13000 ft and 28.3° frm hrzn, heading NE @ 12:44:53 -… https://t.co/xkqooBRKL6","Providence, RI",
Atomic_Comet,Fri Apr 07 17:44:25 +0000 2023,"@cameronsalerno1 they did take the bus, but I think United Airlines is like a team sponsor something so all their t… https://t.co/wx2UbUaNgM","Chandler, AZ",
berm_dan,Fri Apr 07 17:44:11 +0000 2023,"""United Airlines Reveals First eVTOL Passenger Route Starting In 2025""

""roughly $100 for the trip""

Sounds almost… https://t.co/QSXTSeLSkV","Pacifica, CA",
centralspotter,Fri Apr 07 17:43:57 +0000 2023,"👀✈️🔊
N229UA 
#Unknown 
#United Airlines 
#United States
#Boeing 777 222ER 
#United Airlines
#A20433
Alt 32000ft… https://t.co/PeA6qvRfCL","Scotland, United Kingdom",
centralspotter,Fri Apr 07 17:42:58 +0000 2023,"👀✈️🔊
N662UA 
#UAL25 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A8BD6A
Alt 36000ft… https://t.co/vSpoCiqxO8","Scotland, United Kingdom",
laxradar,Fri Apr 07 17:42:02 +0000 2023,"United Airlines flight #UAL405 spotted at 25,150 feet! https://t.co/DgoQiQYcoV","Los Angeles, CA",
centralspotter,Fri Apr 07 17:40:55 +0000 2023,"👀✈️🔊
N677UA 
#UAL921 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A8F77C
Alt 34025ft… https://t.co/KAQC2FTo0E","Scotland, United Kingdom",
laxradar,Fri Apr 07 17:39:35 +0000 2023,"United Airlines flight #UAL1592 spotted at 24,425 feet! https://t.co/fZPEvXObrp","Los Angeles, CA",
centralspotter,Fri Apr 07 17:38:55 +0000 2023,"👀✈️🔊
N78001 
#UAL927 
#United Airlines 
#United States
#Boeing 777 224ER 
#United Airlines
#AA92F8
Alt 34000ft… https://t.co/VhztxqRIZb","Scotland, United Kingdom",
laxradar,Fri Apr 07 17:37:42 +0000 2023,"United Airlines flight #UAL2161 spotted at 23,000 feet! https://t.co/CCRQR1Wc6N","Los Angeles, CA",
Frommers,Fri Apr 07 17:37:22 +0000 2023,"Hey, United Airlines is asking me to donate money. Is this legit? | Frommer's https://t.co/oNnUyVu633 https://t.co/x5bo5jzNhK",Everywhere,
laxradar,Fri Apr 07 17:37:13 +0000 2023,"United Airlines flight #UAL2318 spotted at 6,475 feet! https://t.co/3bLD4RDK1O","Los Angeles, CA",
divblog,Fri Apr 07 17:36:56 +0000 2023,"@charliekirk11 Cars dot com, NFL, Macy's, Wayfair, PepsiCo, Google, Google, Best Buy, WalMart, Hertz, United Airlin… https://t.co/EtVnQl6gZZ",Seattle,
RI_Aircraft,Fri Apr 07 17:35:59 +0000 2023,"#KBOS / #KPVD - #UAL1601 (A319-131 A319) United Airlines @ 13350 ft and 23.1° frm hrzn, heading NE @ 12:34:19 -… https://t.co/PBzZTW16i6","Providence, RI",
gbta_siliconv,Fri Apr 07 17:35:02 +0000 2023,"You still have time to RSVp for our virtual meeting on April 13, 2023
Guest speaker: Aaron McMillan, United Airline… https://t.co/IrCAi2rx2H","Silicon Valley, CA",
semibudgettrvl,Fri Apr 07 17:35:01 +0000 2023,RT @semibudgettrvl: United Airlines Premium Economy Review https://t.co/BjXGegT6b3,,
laxradar,Fri Apr 07 17:33:58 +0000 2023,"United Airlines flight #UAL2186 spotted at 4,500 feet! https://t.co/WDWVEPd26P","Los Angeles, CA",
centralspotter,Fri Apr 07 17:33:50 +0000 2023,"👀✈️🔊
N662UA 
#Unknown 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A8BD6A
Alt 36000ft… https://t.co/YbfB0WMgWy","Scotland, United Kingdom",
fliightsbooked,Fri Apr 07 17:33:33 +0000 2023,@Javimain30 @warriors @united it says “united airlines” bro,"Sacramento, CA",
ShaniceViolenes,Fri Apr 07 17:31:24 +0000 2023,"RT @airwaysmagazine: Maintaining its title as the largest carrier across the Atlantic and Pacific, United Airlines (UA) has added almost 25…",,
centralspotter,Fri Apr 07 17:31:20 +0000 2023,"👀✈️🔊
N677UA 
#Unknown 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A8F77C
Alt 34025ft… https://t.co/qlXr97DTCy","Scotland, United Kingdom",
laxradar,Fri Apr 07 17:30:03 +0000 2023,United Airlines flight #UAL2113 spotted at 400 feet! https://t.co/7YjtwN8Vvq,"Los Angeles, CA",
AboveStLouis,Fri Apr 07 17:29:14 +0000 2023,"🇺🇸 N829UA - Airbus A319 131 - United Airlines UAL1476/UA1476, Denver (DEN) to Richmond (RIC) - 6.9 mi away @ 39500… https://t.co/GbuqHn9x3f","St. Peters, Missouri",
laxradar,Fri Apr 07 17:28:35 +0000 2023,United Airlines flight #UAL1278 spotted at 200 feet! https://t.co/cXGeFjWU8I,"Los Angeles, CA",
laxradar,Fri Apr 07 17:27:27 +0000 2023,"United Airlines flight #UAL1212 spotted at 34,975 feet! https://t.co/quiq1YLOAn","Los Angeles, CA",
laxradar,Fri Apr 07 17:27:02 +0000 2023,"United Airlines flight #UAL1621 spotted at 2,375 feet! https://t.co/WRQSMavUZe","Los Angeles, CA",
