user,date,text,location,coordinates
ShikhaJainMD,Sun Aug 07 13:12:49 +0000 2022,Hi airlines like @united and @AmericanAir @SouthwestAir. You know how there are so many flight delays and staffing… https://t.co/9nBYAQzweW,"Chicago, IL",
Mike_Seeley,Sat Aug 06 17:36:28 +0000 2022,"United Airlines flight 2119 passes in front of the Sun, seen Saturday from the Space Coast of Florida. 

The… https://t.co/pAPAGO1e2g","Melbourne, FL",
CNN,Fri Aug 05 18:11:13 +0000 2022,"As of Friday afternoon, flight tracking site FlightAware showed more than 1,000 flights in the United States had be… https://t.co/enlmjEzyqx",,
reporterestes,Mon Aug 08 18:04:02 +0000 2022,RT @kjzzphoenix: United Airlines is counting on the West Valley to help grow its pilots. The airline expects to graduate 240 students this…,"Phoenix, AZ",
canrugger,Mon Aug 08 18:01:45 +0000 2022,RT @ShikhaJainMD: Hi airlines like @united and @AmericanAir @SouthwestAir. You know how there are so many flight delays and staffing shorta…,Traveling,
notmorganalexis,Mon Aug 08 18:01:19 +0000 2022,American Airlines $35 WiFi for this long flight was not worth it. United has way better WiFi juuuust saying,"Chicago, IL",
Avgeekery,Mon Aug 08 18:00:32 +0000 2022,Did you ever Indian wrestle a Happy Meal down your gullet? While flying the friendly skies? At FL360? https://t.co/Qki0X4UjLz,,
_GGDPM_,Mon Aug 08 18:00:31 +0000 2022,"If you play Apex and it sounds like you have a jet engine in your room, please fix your shit or turn off your comms… https://t.co/F22xcRHpv0",,
orahs,Mon Aug 08 17:58:14 +0000 2022,RT @JamaicaGleaner: The United States Transportation Department is proposing to require airlines to offer passengers a refund if their flig…,Jamaica,
Yammyy___,Mon Aug 08 17:54:42 +0000 2022,RT @JamaicaGleaner: The United States Transportation Department is proposing to require airlines to offer passengers a refund if their flig…,Jamaica,
DrEmpressRose,Mon Aug 08 17:52:27 +0000 2022,RT @JamaicaGleaner: The United States Transportation Department is proposing to require airlines to offer passengers a refund if their flig…,United States,
s1a2q3u4i5b6,Mon Aug 08 17:52:24 +0000 2022,@united this is 3rd day My friend had not received his baggage united airlines atleast trace the location so that h… https://t.co/XNDOBY0tyL,,
the254club,Mon Aug 08 17:51:19 +0000 2022,RT @JamaicaGleaner: The United States Transportation Department is proposing to require airlines to offer passengers a refund if their flig…,"Massachusetts, Kenya, Jamaica",
g_merte,Mon Aug 08 17:51:18 +0000 2022,RT @airlinevideos: United Airlines Boeing 777-222(ER) Reg: N204UA Flight UA626 from Newark (EWR) lands on runway 24R at Los Angeles Interna…,ready for take off ... ,
JamaicaGleaner,Mon Aug 08 17:50:16 +0000 2022,The United States Transportation Department is proposing to require airlines to offer passengers a refund if their… https://t.co/85pyuLHoQ8,Jamaica,
GoingsJohnny,Mon Aug 08 17:49:36 +0000 2022,7 what? 7-ups? SEE MOVIE CALLED AIRPORT!! RUN MOVIE ON FLIGHTS AIRLINES??AMERICAN??UNITED??NO JET BLUE!!,"sioux falls, sd",
laxradar,Mon Aug 08 17:47:07 +0000 2022,"United Airlines flight #UAL1553 spotted at 30,050 feet! https://t.co/nBk8DTBQxA","Los Angeles, CA",
centralspotter,Mon Aug 08 17:41:26 +0000 2022,"👀✈️🔊
OO-SSB 
#BEL23U 
#Brussels Airlines 
#Belgium
#Airbus A319 111 
#Brussels Airlines
#44CE62
From: #EDI Edinburg… https://t.co/2J1WLBba3J","Scotland, United Kingdom",
laxradar,Mon Aug 08 17:38:47 +0000 2022,"United Airlines flight #UAL363 spotted at 36,000 feet! https://t.co/Y5X0FqB8UE","Los Angeles, CA",
laxradar,Mon Aug 08 17:38:16 +0000 2022,"United Airlines flight #UAL1481 spotted at 9,875 feet! https://t.co/IYkkCFd01s","Los Angeles, CA",
FGMonkeyBizness,Mon Aug 08 17:38:07 +0000 2022,"United Airlines telling you to find an agent to get on a flight waitlist

Not a single agent that isn’t boarding in… https://t.co/ROe4oQ5Atc","Buffalo, NY",
laxradar,Mon Aug 08 17:37:40 +0000 2022,"United Airlines flight #UAL2163 spotted at 35,500 feet! https://t.co/RKg2gOl462","Los Angeles, CA",
Paperboy415,Mon Aug 08 17:29:50 +0000 2022,"Why is it the airlines are 99% of my problems and 0% of my income?
This needs to be remedied. @united @Delta… https://t.co/5e8K1mlAbe",San Francisco - Connecticut,
laxradar,Mon Aug 08 17:29:43 +0000 2022,"United Airlines flight #UAL319 spotted at 14,125 feet! https://t.co/Mw8tgAD2q3","Los Angeles, CA",
laxradar,Mon Aug 08 17:29:22 +0000 2022,"United Airlines flight #UAL2361 spotted at 2,250 feet! https://t.co/twQYhdT9B1","Los Angeles, CA",
laxradar,Mon Aug 08 17:27:53 +0000 2022,"United Airlines flight #UAL1653 spotted at 5,400 feet! https://t.co/kfxpahOJX6","Los Angeles, CA",
luvdarkshadows,Mon Aug 08 17:25:28 +0000 2022,RT @DreamsMoonbeams: @united @united Two months ago I was given a refund. The money was sent to a card where the bank had gone out of busin…,"Chicago, IL",
alicelabaronne,Mon Aug 08 17:24:38 +0000 2022,RT @ShikhaJainMD: Hi airlines like @united and @AmericanAir @SouthwestAir. You know how there are so many flight delays and staffing shorta…,"Barcelona, España",
centralspotter,Mon Aug 08 17:22:07 +0000 2022,"👀✈️🔊
OO-SSB 
#BEL23U 
#Brussels Airlines 
#Belgium
#Airbus A319 111 
#Brussels Airlines
#44CE62
From: #EDI Edinburg… https://t.co/cpEKKFP72l","Scotland, United Kingdom",
robist,Mon Aug 08 17:20:33 +0000 2022,"@United Airlines pilots refuse to fly to #Israel, cite fictitious curfew ✈️🇮🇱 The Jerusalem Post https://t.co/pMPkAPvm98","Phoenix, AZ",
luvdarkshadows,Mon Aug 08 17:20:27 +0000 2022,RT @DreamsMoonbeams: @united @simple_flying https://t.co/NmniITVG9g United Airlines continues to take advantage! I was given a refund on Ju…,"Chicago, IL",
crispydragons,Mon Aug 08 17:19:20 +0000 2022,"Yo @ZDNet what was this author on? He wrote ""employees gnarl resentfully"" and meant gnar. He used the phrase ""make… https://t.co/MZgzX8HOlB","Orlando, Florida, USA",
ajurame,Mon Aug 08 17:19:10 +0000 2022,RT @airlinevideos: United Airlines Boeing 777-222(ER) Reg: N204UA Flight UA626 from Newark (EWR) lands on runway 24R at Los Angeles Interna…,,
centralspotter,Mon Aug 08 17:18:34 +0000 2022,"👀✈️🔊
PH-BXK 
#KLM60H 
#KLM Royal Dutch Airlines 
#Netherlands
#Boeing 737NG 8K2/W 
#KLM Royal Dutch Airlines
#48416… https://t.co/dbTMEqOA2y","Scotland, United Kingdom",
vxllriios,Mon Aug 08 17:17:50 +0000 2022,RT @NotplxyboiAli: @DMNTnasa United Airlines taking his benefits away https://t.co/5THbzPnBzc,"Mission, TX",
laxradar,Mon Aug 08 17:16:15 +0000 2022,"United Airlines flight #UAL1738 spotted at 30,000 feet! https://t.co/nuOM2VwYD1","Los Angeles, CA",
laxradar,Mon Aug 08 17:16:00 +0000 2022,"United Airlines flight #UAL1499 spotted at 5,425 feet! https://t.co/V09w456Mq4","Los Angeles, CA",
AlukardNY,Mon Aug 08 17:12:51 +0000 2022,@Jason_GameDev United is one of the inly airlines that fly out of syracuse at an affordable price so im kinda fucked living over there,"Bronx, NY",
R15341,Mon Aug 08 17:11:59 +0000 2022,"the flight I mean. The flight was on schedule when I checked in my luggage, then the United Airlines cancelled my f… https://t.co/nX3dUhewvw",,
laxradar,Mon Aug 08 17:11:08 +0000 2022,"United Airlines flight #UAL1189 spotted at 35,000 feet! https://t.co/QNzrdmhlCS","Los Angeles, CA",
R15341,Mon Aug 08 17:09:31 +0000 2022,"Anyone who has managed to get their luggage back from the United Airlines luggage team in Newark, please let me kno… https://t.co/bGnpx82a2S",,
grandfloridian5,Mon Aug 08 17:07:47 +0000 2022,"My new fav tweet:

My new fav tweet: United Airlines Boeing 777-222(ER) Reg: N204UA Flight UA626 from Newark (EWR)… https://t.co/T9EXflzGju",,
R15341,Mon Aug 08 17:07:43 +0000 2022,The seniors with little IT literacy were suffering more. A gentleman told me his flight to St. Louis by United Airl… https://t.co/B9knNxo1u9,,
whas11reed,Mon Aug 08 17:07:28 +0000 2022,"No matter the government aircraft, when @POTUS is aboard the call sign is Air Force One. In this case into LEX it i… https://t.co/Kh37yUEIs8","Louisville,KY",
grandfloridian5,Mon Aug 08 17:07:14 +0000 2022,"RT @grandfloridian5: My new fav tweet:

United Airlines Boeing 777-222(ER) Reg: N204UA Flight UA626 from Newark (EWR) lands on runway 24R a…",,
laxradar,Mon Aug 08 17:01:49 +0000 2022,"United Airlines flight #UAL514 spotted at 15,150 feet! https://t.co/GUpr3wbaC6","Los Angeles, CA",
