user,date,text,location,coordinates
axios,Wed Aug 25 13:30:53 +0000 2021,"United Airlines CEO Scott Kirby tells Axios that his early decision to mandate vaccines for all of his nearly 67,00… https://t.co/51ivgYZZjY",,
kylegriffin1,Tue Aug 24 22:00:01 +0000 2021,"The deadline for United Airlines employees to get vaccinated has been moved up:

United says all of its 67,000 U.S.… https://t.co/KntUsEpbnP","Manhattan, NY",
CNN,Tue Aug 24 21:35:49 +0000 2021,“We’re losing about one to three employees per week … to Covid. 100% are unvaccinated. We haven't had anyone in the… https://t.co/bdbXaLWfc2,,
teespring247,Fri Aug 27 13:57:13 +0000 2021,"United Airlines 737-900Er - Hawaiian Shirt, Hoodie Shirt, T-Shirt 3D For U.S Army, U.S Air Force, U.S Army United A… https://t.co/zZeWF62S2g",,
laxradar,Fri Aug 27 13:52:10 +0000 2021,"United Airlines flight #UAL1618 spotted at 18,175 feet! https://t.co/k2uYxS0GZv","Los Angeles, CA",
Peter34080554,Fri Aug 27 13:50:55 +0000 2021,RT @DuffrynGuy: I am still waiting on @flyLAXairport @WestJet @JetBlue @united @AmericanAir  to follow me back on Twitter as @flyLAXairport…,,
vigil_nte,Fri Aug 27 13:46:34 +0000 2021,@dilipjadeja25 United airlines as cabin crew?,Limbo,
anna88694416,Fri Aug 27 13:46:10 +0000 2021,united airlines has earned some of my trust back after a successful flight this morning i will stop calling them th… https://t.co/iytGblT3At,the cracker barrel gift shop,
laxradar,Fri Aug 27 13:44:32 +0000 2021,"United Airlines flight #UAL1045 spotted at 5,600 feet! https://t.co/HWLz62z7Kf","Los Angeles, CA",
DuffrynGuy,Fri Aug 27 13:43:05 +0000 2021,I am still waiting on @flyLAXairport @WestJet @JetBlue @united @AmericanAir  to follow me back on Twitter as… https://t.co/dizFyMP0nd,"Newport, Wales",
teespring247,Fri Aug 27 13:42:25 +0000 2021,"United Airlines Boeing 777-224(Er) - Hawaiian Shirt, Hoodie Shirt, T-Shirt 3D For U.S Army, U.S Air Force, U.S Army… https://t.co/gFomKBAIxz",,
laxradar,Fri Aug 27 13:41:11 +0000 2021,"United Airlines flight #UAL2235 spotted at 13,200 feet! https://t.co/GalklmrqBA","Los Angeles, CA",
OADF_WW015,Fri Aug 27 13:39:59 +0000 2021,"RT @AusterityAirli1: United Airlines ""Stars and Bars""
© See photos. https://t.co/os4vvc6QoM",ADMIRAL ANDERSEN,
MCRPrideProtest,Fri Aug 27 13:36:34 +0000 2021,"RT @SalfordDavid: @MCRPrideProtest @VirginAtlantic @ManchesterPride Worth noting, @VAAirlineUK (Virgin Atlantic) is 49% owned by @DeltaAirL…",,
SalfordDavid,Fri Aug 27 13:35:47 +0000 2021,"@MCRPrideProtest @VirginAtlantic @ManchesterPride Worth noting, @VAAirlineUK (Virgin Atlantic) is 49% owned by… https://t.co/epnvr1QaOu","Salford, United Kingdom",
david_kapsner,Fri Aug 27 13:35:27 +0000 2021,@AirlineFlyer @united That doesn’t sound right at all. I just started flying again with UA recently and am going to… https://t.co/Qwe1pJUaAi,,
MightyTravels,Fri Aug 27 13:32:49 +0000 2021,US$97 - Cheap flights to Chicago from Los Angeles (United Airlines) https://t.co/oz4OxWMBLk,,
AboveHvilleTN,Fri Aug 27 13:31:12 +0000 2021,"UAL1449 N819UA Airbus A319 131 United Airlines: 2.5 mi away @ 35025 ft and 69.4° frm hrzn, heading S @ 0.0mi/h 08:3… https://t.co/1cY0ddrGtb","Hendersonville, TN",
AboveBracknell,Fri Aug 27 13:30:42 +0000 2021,"🇺🇸 N23983 #UNITED #UAL900 LHR-SFO: 0.7mi away heading W, travelling 335mph @ 8025ft #Heathrow #Departure [United Ai… https://t.co/UeX7JAnDRj",Bracknell,
teespring247,Fri Aug 27 13:27:37 +0000 2021,"United Airlines Boeing 787-9 Dreamliner Hawaiian Shirt - Hawaiian Shirt, Hoodie Shirt, T-Shirt 3D For U.S Army, U.S… https://t.co/eBop1jIt6q",,
laxradar,Fri Aug 27 13:24:12 +0000 2021,"United Airlines flight #UAL1706 spotted at 11,500 feet! https://t.co/0rAknv0JoH","Los Angeles, CA",
Cjavier171,Fri Aug 27 13:23:23 +0000 2021,RT @VladIsMyName1: [Eng] Comrades United Airlines https://t.co/iSaZyqstTQ #msfs2020,Puerto Rico,
oofahpapa,Fri Aug 27 13:21:14 +0000 2021,"RT @TheRickyDavila: United Airlines has moved up their October 25th deadline to get all of its 67,000 employees vaccinated to September 27t…",Formerly Tumblr ,
laxradar,Fri Aug 27 13:20:36 +0000 2021,"United Airlines flight #UAL1652 spotted at 14,950 feet! https://t.co/MmkYs3oOgj","Los Angeles, CA",
EDDC_Radar,Fri Aug 27 13:18:22 +0000 2021,"United Airlines Boeing 777 300ER (N2352U, #A21DC4) as U.S. Transportation Command flight #CMB403 at 33025 ft headin… https://t.co/edobuDp7Uc",EDDC,
laxradar,Fri Aug 27 13:14:02 +0000 2021,"United Airlines flight #UAL2616 spotted at 1,250 feet! https://t.co/lSM2WchHLf","Los Angeles, CA",
