user,date,text,location,coordinates
ChrisBHaynes,Fri Mar 31 14:47:43 +0000 2023,"SOURCES: 2023 @TheBIG3 Regular Season Schedule:

Week 1 United Center in Chicago, June 25 at 1pm ET

Week 2 America… https://t.co/dG8EVcJBYW",,
UnitedPilots,Sat Apr 01 18:39:21 +0000 2023,May 12 nationwide picket will be a real show of our collective resolve and deep frustration with United Airlines.… https://t.co/NaHVFiPq2p,"Rosemont, IL",
BreitbartNews,Sat Mar 25 01:25:16 +0000 2023,A trans-identifying flight attendant who was featured in advertisements for United Airlines committed suicide. https://t.co/cfFJB8uhLO,,
centralspotter,Sun Apr 02 09:03:57 +0000 2023,"👀✈️🔊
G-CMJL 
#Unknown 
#Emerald Airlines 
#United Kingdom
#Aerospatiale ATR 72-600 
#Emerald Airlines
#407BDD
Alt 1… https://t.co/cqY4yv7EtS","Scotland, United Kingdom",
RI_Aircraft,Sun Apr 02 08:55:44 +0000 2023,"#KBOS / #KPVD - #UAL187 (787-9 B789) United Airlines @ 29400 ft and 39.4° frm hrzn, heading W @ 03:54:41 -… https://t.co/0kx91LoPXl","Providence, RI",
centralspotter,Sun Apr 02 08:54:50 +0000 2023,"👀✈️🔊
N768AA 
#AAL705 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA5F41
Alt 34000ft… https://t.co/jEOW9eOMhH","Scotland, United Kingdom",
centralspotter,Sun Apr 02 08:54:48 +0000 2023,"👀✈️🔊
N717AN 
#AAL136 
#American Airlines 
#United States
#Boeing 777 323ER 
#American Airlines
#A9961B
Alt 35000ft… https://t.co/AjEdMpBofo","Scotland, United Kingdom",
centralspotter,Sun Apr 02 08:54:12 +0000 2023,"👀✈️🔊
N76021 
#UAL948 
#United Airlines 
#United States
#Boeing 777 224ER 
#United Airlines
#AA4440
Alt 39000ft… https://t.co/FlgR9tRAZF","Scotland, United Kingdom",
centralspotter,Sun Apr 02 08:46:12 +0000 2023,"👀✈️🔊
N76021 
#UAL948 
#United Airlines 
#United States
#Boeing 777 224ER 
#United Airlines
#AA4440
Alt 39000ft… https://t.co/nK5JwaN8Sa","Scotland, United Kingdom",
sarpy_spotter,Sun Apr 02 08:42:13 +0000 2023,"#KOMA - #UAL2127 (737-924ER B739) United Airlines @ 35000 ft and 39.0° frm hrzn, heading E @ 03:41:11 -… https://t.co/kLvQo0yTv3","Bellevue, NE",
Popnlocks_ebook,Sun Apr 02 08:41:22 +0000 2023,United Airlines fly for the beasters.,,
centralspotter,Sun Apr 02 08:36:33 +0000 2023,"👀✈️🔊
N19986 
#UAL27 
#United Airlines 
#United States
#Boeing 787 9 
#United Airlines
#A18D29
Alt 38975ft
 #A18D29… https://t.co/8snlaufD5z","Scotland, United Kingdom",
centralspotter,Sun Apr 02 08:34:59 +0000 2023,"👀✈️🔊
N76021 
#Unknown 
#United Airlines 
#United States
#Boeing 777 224ER 
#United Airlines
#AA4440
Alt 39000ft… https://t.co/RGKnUhImzZ","Scotland, United Kingdom",
mcsoderb1,Sun Apr 02 08:33:40 +0000 2023,"RT @AeromachineX: Vacancy
Read:
https://t.co/9Du0KVX4eH https://t.co/WtcgYcxfXe","Tennessee, USA",
centralspotter,Sun Apr 02 08:32:59 +0000 2023,"👀✈️🔊
N792UA 
#UAL71 
#United Airlines 
#United States
#Boeing 777 222ER 
#United Airlines
#AAC136
Alt 32000ft… https://t.co/IDaAOHjGbN","Scotland, United Kingdom",
