user,date,text,location,coordinates
AgentNicoleLynn,Mon May 02 13:17:15 +0000 2022,Flying @Delta airlines this morning and I am so impressed. I mostly fly United due to the city I live in (and I’m t… https://t.co/C8JbIgMirY,"Houston, TX",
Forbes,Mon May 02 15:26:06 +0000 2022,How Linda Jojo has made United Airlines a tech leader: https://t.co/MPljsVVE3r https://t.co/AT3TzSqGno,"New York, NY",
WSJ,Mon Apr 25 00:15:03 +0000 2022,"United, Delta, American are among airlines deciding what to do with passengers who were banned after breaking mask… https://t.co/0jxlwQCOnv","New York, NY",
laxradar,Tue May 03 06:09:26 +0000 2022,"United Airlines flight #UAL1636 spotted at 17,950 feet! https://t.co/pK6qJ33iYf","Los Angeles, CA",
ivan_labrie,Tue May 03 06:09:22 +0000 2022,RT @The_OtherET: Two weeks (!) since the airline mask mandate was lifted. Experts insisted there would be widespread cancellations due to s…,,
spottingtheworl,Tue May 03 06:08:59 +0000 2022,RT @simple_flying: United Airlines is returning to Melbourne in June with thrice-weekly flights from San Francisco and becomes the only air…,,
MoaKingdomm,Tue May 03 06:08:50 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",,
_choiynjn,Tue May 03 06:07:19 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…","she/her | minor | +63 | rcbyf
",
laxradar,Tue May 03 06:07:18 +0000 2022,"United Airlines flight #UAL1786 spotted at 1,075 feet! https://t.co/8gAABOln5D","Los Angeles, CA",
n832ra,Tue May 03 06:05:56 +0000 2022,"@JebBrooks United Airlines, San Francisco",United Kingdom,
laxradar,Tue May 03 06:05:16 +0000 2022,"United Airlines flight #UAL1813 spotted at 23,075 feet! https://t.co/XUMVsA231e","Los Angeles, CA",
PediHospitalMD,Tue May 03 05:59:46 +0000 2022,RT @The_OtherET: Two weeks (!) since the airline mask mandate was lifted. Experts insisted there would be widespread cancellations due to s…,"Miami, FL",
kawaika_min,Tue May 03 05:58:38 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",,
tyuncuts,Tue May 03 05:57:30 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",magic island,
taegyuarena,Tue May 03 05:57:10 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",RPS | selective,
laxradar,Tue May 03 05:55:42 +0000 2022,United Airlines flight #UAL1597 spotted at 850 feet! https://t.co/yzkaBW5dqo,"Los Angeles, CA",
betaz_m,Tue May 03 05:54:13 +0000 2022,RT @The_OtherET: Two weeks (!) since the airline mask mandate was lifted. Experts insisted there would be widespread cancellations due to s…,,
pengk4i,Tue May 03 05:54:12 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",she/they rcbyf ✧ sb 2 unf,
UntrvialPursuit,Tue May 03 05:54:04 +0000 2022,RT @The_OtherET: Two weeks (!) since the airline mask mandate was lifted. Experts insisted there would be widespread cancellations due to s…,,
YjsGyu,Tue May 03 05:49:58 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",She/they | infp🌴,
lvlybeomie,Tue May 03 05:48:09 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…","txt,svt,bts,enha",
ninjaloha50,Tue May 03 05:47:45 +0000 2022,United Airlines Celebrates 75 Years in Hawaii https://t.co/SPJCxfSzcz,"Waikiki, Hawaii",
syscintilla,Tue May 03 05:47:29 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",♥︎ 𝘁omorrow × 𝘁ogether ♥︎,
angeltxtt,Tue May 03 05:46:58 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",She/her,
txtmoafilo,Tue May 03 05:46:31 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",in TXT we trust,
prodttyun,Tue May 03 05:45:16 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…","navi — she / her
태현, txt centric | filo
alcavia and leonair.
",
Eternallltxt,Tue May 03 05:43:37 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",,
isodeltair,Tue May 03 05:43:11 +0000 2022,"RT @yawnzzncypher: better and ideal arenas bh could’ve chosen 

Chicago- United Center / 23.5k

Dallas- American Airlines Center / 21k

LA-…",minor ⋆ they/he/neos • svtxt !,
