user,date,text,location,coordinates
FBI,Mon Dec 26 18:55:12 +0000 2022,"The #FBI honors Special Agent Laurie Fournier, who was deployed to the crash site of United Airlines Flight 93 near… https://t.co/Epk2MwRC9X","Washington, DC",
CNN,Sun Dec 25 19:30:05 +0000 2022,A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/bl5jJAPzY2,,
BreitbartNews,Mon Dec 26 22:51:02 +0000 2022,Thousands of Americans are still in the midst of holiday travel woes following a winter storm rocking the United St… https://t.co/vqs7rYTBIO,,
TomWils43145546,Tue Dec 27 08:59:48 +0000 2022,"RT @FBI: The #FBI honors Special Agent Laurie Fournier, who was deployed to the crash site of United Airlines Flight 93 near Shanksville, P…",,
Brucelively9,Tue Dec 27 08:55:40 +0000 2022,RT @CNN: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/Emba9nMBdQ,"Punjab, India",
PaulNewell4,Tue Dec 27 08:53:18 +0000 2022,"RT @news_ntd: A #dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain, according to the San F…","Manhattan Beach, CA",
jsphflrs,Tue Dec 27 08:53:05 +0000 2022,"With all these @SouthwestAir cancellations, it looks like other airlines like @united are price gouging and taking… https://t.co/oPvCVoKPC1","Spokane, WA",
ourwarstoday,Tue Dec 27 08:51:48 +0000 2022,RT @A_DavidLogan: Your reminder that @SouthwestAir lobbied to kill the bullet train so airlines would maintain a travel monopoly in the Uni…,,
centralspotter,Tue Dec 27 08:50:36 +0000 2022,"👀✈️🔊
G-CMJN 
#EAG23PE 
#Emerald Airlines 
#United Kingdom
#ATR 72-600 
#Emerald Airlines
#407E33
Alt 4400ft… https://t.co/TRUFeyoDZl","Scotland, United Kingdom",
mrmauney,Tue Dec 27 08:47:45 +0000 2022,RT @cnni: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/PUPtAgY1YV,Late Roman Empire and beyond..,
cc4chaos,Tue Dec 27 08:42:52 +0000 2022,RT @A_DavidLogan: Your reminder that @SouthwestAir lobbied to kill the bullet train so airlines would maintain a travel monopoly in the Uni…,the moon,
Arianrhod11,Tue Dec 27 08:38:19 +0000 2022,"RT @areyouaFREYd: Right before this decision, the CEOs of Alaska, American, Delta, Hawaiian, JetBlue, United, and Southwest airlines all as…","South East, England",
laxradar,Tue Dec 27 08:34:03 +0000 2022,"United Airlines flight #UAL2656 spotted at 27,000 feet! https://t.co/Uxv4oOlW6h","Los Angeles, CA",
OverPutney,Tue Dec 27 08:32:06 +0000 2022,#UAL110 N676UA 767 322ER/W United Airlines EWR-LHR Newark Liberty International Airport to Heathrow Airport: 0.4 mi… https://t.co/DNxBjIhy20,"Putney, London",
laxradar,Tue Dec 27 08:31:28 +0000 2022,"United Airlines flight #UAL43 spotted at 27,000 feet! https://t.co/08UhKE9jUu","Los Angeles, CA",
semiconductorog,Tue Dec 27 08:30:42 +0000 2022,"RT @DanielsonKassa1: In a sign of improving ties with #Ethiopia, Import Export Bank of the United States approves a $251 million loan to Et…",,
BellamyRhea,Tue Dec 27 08:30:27 +0000 2022,"RT @areyouaFREYd: Right before this decision, the CEOs of Alaska, American, Delta, Hawaiian, JetBlue, United, and Southwest airlines all as…",Occupied Lenape Land,
nguyenp44312260,Tue Dec 27 08:29:52 +0000 2022,RT @CNN: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/Emba9nMBdQ,,
DEC0L0NIZE,Tue Dec 27 08:29:50 +0000 2022,"RT @areyouaFREYd: Right before this decision, the CEOs of Alaska, American, Delta, Hawaiian, JetBlue, United, and Southwest airlines all as…","San José, Costa Rica",
ZG2UCF,Tue Dec 27 08:29:43 +0000 2022,RT @jaedsc: What a nightmare here in Newark airport. @united airlines has cancelled multiple flights and left hundreds waiting in unbelieva…,,
davidosull,Tue Dec 27 08:29:26 +0000 2022,RT @cnni: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/PUPtAgY1YV,Australia,
Schredder13,Tue Dec 27 08:28:46 +0000 2022,"RT @areyouaFREYd: Right before this decision, the CEOs of Alaska, American, Delta, Hawaiian, JetBlue, United, and Southwest airlines all as…",SoCal 🌊,
babaogun2000,Tue Dec 27 08:28:27 +0000 2022,RT @CNN: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/Emba9nMBdQ,Worldwide,
babaogun2000,Tue Dec 27 08:28:12 +0000 2022,RT @CNN: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/Qc4O6hh33b,Worldwide,
centralspotter,Tue Dec 27 08:27:11 +0000 2022,"👀✈️🔊
N91007 
#Unknown 
#United Airlines 
#United States
#Boeing 787 10 
#United Airlines
#AC9923
Alt 37000ft… https://t.co/F1gbQaVsie","Scotland, United Kingdom",
babaogun2000,Tue Dec 27 08:26:33 +0000 2022,RT @cnni: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/PUPtAgY1YV,Worldwide,
whats_above_SE1,Tue Dec 27 08:26:15 +0000 2022,"Flight: #UAL16
Reg: N37018
Oper: United Airlines Inc
Route: EWR-LHR Newark Liberty International Airport to Heathro… https://t.co/QrrOd7UMBA","London, England",
OverPutney,Tue Dec 27 08:26:14 +0000 2022,#UAL16 N37018 777 224ER United Airlines EWR-LHR Newark Liberty International Airport to Heathrow Airport: 0.4 mi aw… https://t.co/Nj8Tap4mmp,"Putney, London",
IndependentNGR,Tue Dec 27 08:24:35 +0000 2022,United Nigeria Airlines Introduces Installment Payment For Tickets https://t.co/Vnf1GxgE4K https://t.co/E1RIXxPoJh,"Lagos, Nigeria",
abovestockport,Tue Dec 27 08:24:23 +0000 2022,"KLM116   KLM Royal Dutch Airlines   PH-BHE   Boeing 787 9 
Altitude: 40000 ft   Distance: 14.86 km 
Speed: 535.7 mp… https://t.co/vJGLF6zN9K","Stockport, England",
whats_above_SE1,Tue Dec 27 08:23:42 +0000 2022,"Flight: #UAL907
Reg: N12004
Oper: United Airlines Inc
Route: ORD-FRA O'Hare International Airport to Frankfurt Airp… https://t.co/BC4gwqoilI","London, England",
mpho_seoyun0,Tue Dec 27 08:22:27 +0000 2022,RT @cnni: A dog abandoned at the San Francisco airport has found a forever home with a United Airlines captain. https://t.co/PUPtAgY1YV,,
OverPutney,Tue Dec 27 08:22:01 +0000 2022,#UAL907 N12004 787 10 United Airlines ORD-FRA O'Hare International Airport to Frankfurt Airport: 1.4 mi away @ 3700… https://t.co/WpySWHbRVY,"Putney, London",
megdaane,Tue Dec 27 08:19:20 +0000 2022,"RT @FBI: The #FBI honors Special Agent Laurie Fournier, who was deployed to the crash site of United Airlines Flight 93 near Shanksville, P…",,
laxradar,Tue Dec 27 08:19:19 +0000 2022,United Airlines flight #UAL1394 spotted at 750 feet! https://t.co/DsGTMqhwXS,"Los Angeles, CA",
laxradar,Tue Dec 27 08:16:19 +0000 2022,United Airlines flight #UAL2277 spotted at 75 feet! https://t.co/xrbucr6n9o,"Los Angeles, CA",
