user,date,text,location,coordinates
TheEconomist,Sat Nov 20 03:12:52 +0000 2021,"In the past year or so Delta, Southwest and United have devalued air miles on major routes by 6-20% https://t.co/z0vHC2eS83",London,
FOX10Phoenix,Sun Nov 14 16:40:07 +0000 2021,United Airlines pilot in Arizona to sue United over its COVID-19 vaccine mandate  https://t.co/8fPv7sOud8,"Phoenix, AZ",
vonderleyen,Wed Nov 17 17:01:07 +0000 2021,"🇪🇪 PM @kajakallas and I just discussed efforts to stop the hybrid attack. 

The @EU_Commission plays a key role in… https://t.co/WyZEc5GAnq",,
centralspotter,Sat Nov 20 17:11:08 +0000 2021,"👀✈️🔊
LN-RKN 
#SAS943 
#Scandinavian Airlines System 
#Norway
#Airbus A330 343X 
#SAS
From: #CPH Copenhagen Kastrup,… https://t.co/P5Tx0tYRz4","Scotland, United Kingdom",
FAFI1213,Sat Nov 20 17:08:25 +0000 2021,RT @abdulwahidsham5: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethi…,Ethiopia,
SayantiRoy1202,Sat Nov 20 17:07:38 +0000 2021,"RT @VishalKotianF2: #BaazigarVishal

In October 2015, United Airlines made a man with Cerebral Palsy crawl off one of its flights. The flig…","बिधान नगर, भारत",
WAwugichew,Sat Nov 20 17:06:15 +0000 2021,RT @abdulwahidsham5: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethi…,Ethiopia,
Danitafe1,Sat Nov 20 17:05:51 +0000 2021,RT @afizejem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,Ethiopia,
abdulwahidsham5,Sat Nov 20 17:02:58 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/j0Am9t2DUB,,
Beki51849524,Sat Nov 20 17:01:16 +0000 2021,RT @Leo85772698: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia…,,
Law360,Sat Nov 20 17:00:16 +0000 2021,A Texas federal judge stood by his decision allowing United Airlines to enforce its COVID vaccine mandate that plac… https://t.co/3c8JKFCXTg,New York,
AklilMesr,Sat Nov 20 16:59:27 +0000 2021,RT @MillionZewde: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopi…,,
MillionZewde,Sat Nov 20 16:58:52 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/zEpKy15ZQV,Abu Dhabi,
SelamSe25459743,Sat Nov 20 16:58:47 +0000 2021,RT @MahletKS: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
Ethiopi34885129,Sat Nov 20 16:58:28 +0000 2021,RT @kare_yhun: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
Mimi93058311,Sat Nov 20 16:58:27 +0000 2021,RT @kare_yhun: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
kare_yhun,Sat Nov 20 16:58:06 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/PzeyanyHSz,Addis Abeba ,
Be_LeYou,Sat Nov 20 16:57:56 +0000 2021,RT @MahletKS: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,"Washington, DC",
FrohnJoyce,Sat Nov 20 16:57:00 +0000 2021,"RT @tinytempest: I always say, slightly jokingly, that I have millions of reasons for not ever flying @united airlines again. This is now N…",,
Solomon272112,Sat Nov 20 16:56:01 +0000 2021,RT @MahletKS: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,Ethiopia,
SelamSe25459743,Sat Nov 20 16:53:39 +0000 2021,RT @tbethelem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
tbethelem,Sat Nov 20 16:52:56 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/19N81c7OTK,,
DanDaMan97x,Sat Nov 20 16:52:36 +0000 2021,RT @AusterityAirli1: United Airlines Airbus A320-232 N475UA wearing the retro 'Friendship' livery taken at Portland - International in the…,Canada,
daniel_feyissa,Sat Nov 20 16:50:25 +0000 2021,RT @MahletKS: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,Oregon 🇺🇸 & Jimma 🇪🇹,
Miss_Abyssinia,Sat Nov 20 16:48:46 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/5ypP33pGUd,,
wubshet44276495,Sat Nov 20 16:47:18 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/9S6HKGnZnE,,
mikmiktirita,Sat Nov 20 16:47:10 +0000 2021,RT @MahletKS: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,"Sydney, New South Wales",
AlphaDe90285621,Sat Nov 20 16:46:38 +0000 2021,"RT @DanPriceSeattle: American, United and Southwest taxpayer bailout this quarter: $2.9 billion

American, United and Southwest ""profit"" af…",,
GsTsion,Sat Nov 20 16:46:15 +0000 2021,RT @MahletKS: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
Hafizkedir25,Sat Nov 20 16:45:27 +0000 2021,RT @afizejem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,Ethiopia,
Solomon14320234,Sat Nov 20 16:44:10 +0000 2021,RT @afizejem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
FlyrUsr,Sat Nov 20 16:42:37 +0000 2021,"“This much was recently made painfully clear by United Airlines CEO Scott Kirby, as he expressed his uncontrolled e… https://t.co/4YZLEzAdxg",United States,
ShimelisAT,Sat Nov 20 16:41:44 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/quDLI9kUJD,,
legesse_surafel,Sat Nov 20 16:39:46 +0000 2021,RT @afizejem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
Beki51849524,Sat Nov 20 16:39:21 +0000 2021,RT @afizejem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
legesse_surafel,Sat Nov 20 16:38:34 +0000 2021,RT @yohaneslm: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
AboveBracknell,Sat Nov 20 16:37:21 +0000 2021,"🇺🇸 N672UA #UNITED #UAL925 LHR-IAD: 2.8mi away heading W, travelling 291mph @ 6550ft #Heathrow #Departure [United Ai… https://t.co/nGlc6WWXUu",Bracknell,
ShimelisAT,Sat Nov 20 16:37:09 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/4QZ9NHV1pg,,
ChalaGirum,Sat Nov 20 16:36:11 +0000 2021,RT @Leo85772698: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia…,"Addis Ababa,Ethiopia",
mimiw,Sat Nov 20 16:34:43 +0000 2021,united airlines colors https://t.co/mIWmXu79MH,"Annapolis, Maryland",
AntyeKG,Sat Nov 20 16:33:55 +0000 2021,RT @afizejem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
CaoCamilo,Sat Nov 20 16:32:35 +0000 2021,RT @AusterityAirli1: Steam power makes a comeback ? United Airlines Boeing 737-924/ER N37419 at Phoenix - Sky Harbor International in Decem…,"Ourense, España",
laxradar,Sat Nov 20 16:31:10 +0000 2021,"United Airlines flight #UAL1068 spotted at 30,000 feet! https://t.co/H4KqrFK4on","Los Angeles, CA",
KidusT4,Sat Nov 20 16:30:48 +0000 2021,RT @EthioEnate: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia'…,,
laxradar,Sat Nov 20 16:30:28 +0000 2021,"United Airlines flight #UAL1295 spotted at 14,475 feet! https://t.co/AOZlN0mKCj","Los Angeles, CA",
HG01306588,Sat Nov 20 16:30:27 +0000 2021,RT @afizejem: The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If Ethiopia's…,,
HIRH,Sat Nov 20 16:30:01 +0000 2021,"RT @meatmage: @nanaluvsju @HiHemployers @emily_ladau @PVA1946 @allwheelsup https://t.co/overvvkxzs

yes, killed by united airlines","Pennsylvania, USA",
afizejem,Sat Nov 20 16:29:10 +0000 2021,The @FAANews' warning to pilots about the safety of Ethiopia's Airspace is utterly inaccurate &amp; irresponsible. If E… https://t.co/sK940DDTM3,,
