user,date,text,location,coordinates
CNN,Sat Oct 15 04:00:08 +0000 2022,A bird strike shortly after takeoff sent a United Airlines flight bound for Miami back to Chicago's O'Hare Internat… https://t.co/pJZCiWQsFa,,
CNBC,Sat Oct 15 10:36:47 +0000 2022,United Airlines is aiming to have electric planes flying by 2030. https://t.co/Qk31Cakovm,"Englewood Cliffs, NJ",
CBSEveningNews,Fri Oct 14 23:24:21 +0000 2022,"A United Airlines jet hit a bird shortly after takeoff from Chicago’s O’Hare airport, forcing the pilot to declare… https://t.co/sVhWJje6r0",📺 6:30 p.m. ET,
DavidCypkin,Sat Oct 15 22:06:50 +0000 2022,RT @WPLGLocal10: BIRD STRIKE CAUSES TERROR:  Passengers describe when a United Airlines flight to Miami had to return Friday to Chicago aft…,Miami,
manpreet_mba09,Sat Oct 15 22:06:35 +0000 2022,"RT @carlquintanilla: “.. The transaction would be one of the largest-ever purchases of long-range aircraft..”

⁦@Business ⁦@LiveSquawk⁩ $UA…",United States,
above_monroe,Sat Oct 15 21:56:43 +0000 2022,"🇺🇸 UNITED #UAL2194 [N38454 - A46D4A]: 1.5mi away [76° elevation] @ 31000ft, heading NE @ 607mph [United Airlines -… https://t.co/kddOyA7mJ2","New Jersey, USA",
alzamorasc,Sat Oct 15 21:55:09 +0000 2022,RT @vargasmoni: United Airlines Could Be Close To Ordering 100+ Widebody Aircraft https://t.co/5ZQ8RnVMlQ,"San Miguel Lima, Perú ",
JustJason33,Sat Oct 15 21:53:00 +0000 2022,RT @CallieField: Business travelers 📢 @United Airlines is partnering with @TMobile so that our eligible @TMobileBusiness customers can stay…,"West Virginia, USA",
georgesperosjr,Sat Oct 15 21:49:19 +0000 2022,"RT @_ericblanc: Largest private sector union win since 2000 in the US:

16,720 passenger service and reservation workers at United Airlines…","Allentown, Lehigh County, PA",
laxradar,Sat Oct 15 21:46:29 +0000 2022,"United Airlines flight #UAL552 spotted at 14,975 feet! https://t.co/x6SAuoCBqj","Los Angeles, CA",
laxradar,Sat Oct 15 21:39:24 +0000 2022,"United Airlines flight #UAL2438 spotted at 2,900 feet! https://t.co/LMrNu4ZWvz","Los Angeles, CA",
votebluealways,Sat Oct 15 21:36:56 +0000 2022,"@SarahBCalif @EWErickson I had wing from United Airlines when I was 8. So I get a pension now, right?","Arizona, USA ",
