user,date,text,location,coordinates
davidshepardson,Wed Sep 07 02:30:59 +0000 2022,United tells employees it will pull out it JFK at the end of October if it does not receive approval to operate mor… https://t.co/hu8Hl0RAsT,"Washington, DC",
Reuters,Wed Sep 07 03:15:41 +0000 2022,United Airlines threatens to drop JFK service if U.S. does not approve more flights https://t.co/m2QfPdCETe https://t.co/DI2K3kI6MO,Around the world,
FoxNews,Wed Sep 07 07:30:07 +0000 2022,United Airlines may end JFK service without more flights https://t.co/Uk9LIfYeNQ,U.S.A.,
AkachukwuNwobo1,Wed Sep 07 09:09:27 +0000 2022,RT @barronsonline: United Airlines has reportedly threatened to suspend its service at New York’s John F. Kennedy airport next month unless…,Nigeria,
barronsonline,Wed Sep 07 09:09:01 +0000 2022,United Airlines has reportedly threatened to suspend its service at New York’s John F. Kennedy airport next month u… https://t.co/VtkVZdfQXr,"New York, NY",
centralspotter,Wed Sep 07 09:08:05 +0000 2022,"👀✈️🔊
N779AN 
#Unknown 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA8A83
Alt 36000ft… https://t.co/ubo9cRWPl8","Scotland, United Kingdom",
centralspotter,Wed Sep 07 09:08:04 +0000 2022,"👀✈️🔊
N870AX 
#AAL203 
#American Airlines 
#United States
#Boeing 787 8 
#American Airlines
#ABF66C
Alt 38000ft… https://t.co/R46LkksuyT","Scotland, United Kingdom",
centralspotter,Wed Sep 07 09:05:01 +0000 2022,"👀✈️🔊
N66051 
#Unknown 
#United Airlines 
#United States
#Boeing 767 424ER 
#United Airlines
#A8B75A
Alt 17900ft… https://t.co/E0rx8djPTZ","Scotland, United Kingdom",
centralspotter,Wed Sep 07 09:01:57 +0000 2022,"👀✈️🔊
N2747U 
#UAL56 
#United Airlines 
#United States
#Boeing 777 300ER 
#United Airlines
#A2B8B8
Alt 34000ft… https://t.co/OoZRK0w8zg","Scotland, United Kingdom",
IwuchukwuIzuch1,Wed Sep 07 09:01:23 +0000 2022,RT @InsiderNews: United Airlines threatens to stop services at New York's JFK airport unless federal regulators let it run more flights the…,,
v1rotate__,Wed Sep 07 08:59:15 +0000 2022,RT @JetPhotos: A United Airlines 777 performing at Oshkosh. https://t.co/DaNuLqpjJ6 © Lucas Gabardo Michalzechen https://t.co/uYWCbK13dp,,
simplisticpro,Wed Sep 07 08:58:18 +0000 2022,BusinessInsider: RT @InsiderNews: United Airlines threatens to stop services at New York's JFK airport unless feder… https://t.co/cmLet70zt8,"40.255588,-76.877092",
myprwirenews,Wed Sep 07 08:57:37 +0000 2022,RT @InsiderNews: United Airlines threatens to stop services at New York's JFK airport unless federal regulators let… https://t.co/9iRn3wsHaP,"Bellevue, WA",
