user,date,text,location,coordinates
AMErikaNGIRLLL,Tue Mar 07 22:28:22 +0000 2023,"◼️DISTURBING &amp; SCARY United passenger tried to open emergency door, stab flight attendant with metal spoon:

▪️Fran… https://t.co/6bomHZgnCe",,
ABC,Tue Mar 07 16:44:10 +0000 2023,BREAKING: Attorney General Merrick Garland announces lawsuit to block potential merger between JetBlue and Spirit A… https://t.co/dUN5AHc5MS,New York City / Worldwide,
aviationbrk,Tue Mar 07 09:52:53 +0000 2023,Man tackled by passengers after trying to open the emergency exit door and then attempting to stab a flight attenda… https://t.co/8HfhKVp924,High Altitude,
laxradar,Thu Mar 09 09:06:33 +0000 2023,United Airlines flight #UAL1536 spotted at 375 feet! https://t.co/N6ATI8WBrD,"Los Angeles, CA",
BunBrida,Thu Mar 09 09:05:28 +0000 2023,I love United Airlines so much!,California,
welpwomp1,Thu Mar 09 09:00:46 +0000 2023,"RT @DtCamJansen: ""Mom, I don't know how to tell you this, but the United States is definitely the Spirit Airlines of so-called ""developed""…",,
laxradar,Thu Mar 09 09:00:04 +0000 2023,"United Airlines flight #UAL505 spotted at 35,550 feet! https://t.co/FRryIYTymN","Los Angeles, CA",
Erammm12,Thu Mar 09 08:49:27 +0000 2023,@united is the best airlines for domestic travel!!! lovely!,"New York, USA",
ShainaBinta,Thu Mar 09 08:49:17 +0000 2023,This reel redeems Dallas from the reel when there was no one at security or check-in at 3am for my 5am Belize trip.… https://t.co/4ySW6W3tlP,,
laxradar,Thu Mar 09 08:46:30 +0000 2023,"United Airlines flight #UAL308 spotted at 33,025 feet! https://t.co/rsMpEMBAsS","Los Angeles, CA",
ClaimDelay,Thu Mar 09 08:42:18 +0000 2023,United Airlines compensation Alert! Were you on flight UA921 on 8th March 2023 from London Heathrow Airport to Newa… https://t.co/EVxRviUKC5,"Manchester, England",
ClaimDelay,Thu Mar 09 08:42:14 +0000 2023,United Airlines flight CANCELLED. Were you on flight UA25 on 8th March 2023 from London Heathrow Airport to Logan… https://t.co/Pw1tcVjF06,"Manchester, England",
laxradar,Thu Mar 09 08:36:32 +0000 2023,United Airlines flight #UAL2277 spotted at 875 feet! https://t.co/xrbucr6n9o,"Los Angeles, CA",
laxradar,Thu Mar 09 08:34:59 +0000 2023,"United Airlines flight #UAL1738 spotted at 28,500 feet! https://t.co/nuOM2VfVB1","Los Angeles, CA",
itsawrap82,Thu Mar 09 08:30:49 +0000 2023,"@brentito86 @ChefMayerstt As a United Airlines Mileage Plus member, i say Copa. U get a meal plus alcohol. &amp; connec… https://t.co/Ag9yETmx6L",Trinidad and Tobago,
laxradar,Thu Mar 09 08:20:11 +0000 2023,"United Airlines flight #UAL2075 spotted at 27,000 feet! https://t.co/uVFgXD3eFG","Los Angeles, CA",
laxradar,Thu Mar 09 08:17:58 +0000 2023,United Airlines flight #UAL2622 spotted at 875 feet! https://t.co/P5FNqafBqR,"Los Angeles, CA",
laxradar,Thu Mar 09 08:13:35 +0000 2023,"United Airlines flight #UAL2215 spotted at 32,000 feet! https://t.co/gdlHRO0Goe","Los Angeles, CA",
laxradar,Thu Mar 09 08:12:49 +0000 2023,"United Airlines flight #UAL218 spotted at 35,000 feet! https://t.co/GgLGbPFxTM","Los Angeles, CA",
pitukpongpreech,Thu Mar 09 08:11:16 +0000 2023,"RT @spotter_airline: United Airlines
Boeing 737-724
N14704 @ IAH https://t.co/u9lmqGCQX0","ถ้ำพรรณรา, จ.นครศรีธรรมราช",
OverMeon,Thu Mar 09 08:02:42 +0000 2023,#UAL990 N209UA 777 222ER United Airlines SFO-CDG San Francisco International Airport to Charles de Gaulle Airport (… https://t.co/8RDGVVcWtH,"Lower Quinton, England",
laxradar,Thu Mar 09 08:02:17 +0000 2023,United Airlines flight #UAL2096 spotted at 675 feet! https://t.co/1KuoiZYBDn,"Los Angeles, CA",
laxradar,Thu Mar 09 07:57:51 +0000 2023,"United Airlines flight #UAL1145 spotted at 29,875 feet! https://t.co/OKxtZcco4r","Los Angeles, CA",
milespointspro,Thu Mar 09 07:56:09 +0000 2023,"🥁Marriott Bonvoy Points To United Airlines MileagePlus Conversion Bonus Change🥁

🤩Receive 10,000 bonus miles for co… https://t.co/V3gBWGy511",India,
laxradar,Thu Mar 09 07:55:09 +0000 2023,United Airlines flight #UAL2424 spotted at 750 feet! https://t.co/5S3DVrptdj,"Los Angeles, CA",
AboveEDXW,Thu Mar 09 07:46:20 +0000 2023,"#UAL194: United Airlines (#Boeing 777 222ER • N782UA) 
6.5 km out at 37000 ft - heading SE with 1047.1 km/h. SFO ➜… https://t.co/Ngq2ydo2WI","Sylt, Germany",
laxradar,Thu Mar 09 07:40:32 +0000 2023,"United Airlines flight #UAL2034 spotted at 14,825 feet! https://t.co/A4VGHs20vM","Los Angeles, CA",
laxradar,Thu Mar 09 07:39:57 +0000 2023,"United Airlines flight #UAL412 spotted at 35,000 feet! https://t.co/edw4jaKyW3","Los Angeles, CA",
EvarPress,Thu Mar 09 07:36:22 +0000 2023,EVAR won the first prize at the SELECTTECH KOREA 2023 pitching competition held at the U.S. Department of Commerce… https://t.co/ukuRrAEVG8,,
laxradar,Thu Mar 09 07:33:53 +0000 2023,United Airlines flight #UAL1394 spotted at 225 feet! https://t.co/DsGTMqhwXS,"Los Angeles, CA",
DesertratShawn,Thu Mar 09 07:32:49 +0000 2023,RT @aviationbrk: Man tackled by passengers after trying to open the emergency exit door and then attempting to stab a flight attendant with…,,
laxradar,Thu Mar 09 07:31:31 +0000 2023,United Airlines flight #UAL1266 spotted at 750 feet! https://t.co/zVlYlPcv0t,"Los Angeles, CA",
laxradar,Thu Mar 09 07:30:26 +0000 2023,United Airlines flight #UAL2018 spotted at 750 feet! https://t.co/S1TY0BKFSu,"Los Angeles, CA",
