user,date,text,location,coordinates
nytimes,Sun Jul 31 09:25:02 +0000 2022,"After a traveler who waited 12 days for lost luggage reads the fine print on the United Airlines website, Tripped U… https://t.co/oNd0ei0GSf",New York City,
AP,Thu Jul 28 10:57:31 +0000 2022,"BREAKING: JetBlue will buy Spirit Airlines for $3.8 billion, creating the fifth largest airline in the United State… https://t.co/yUsawV86Kr",Global,
rolandsmartin,Sat Jul 30 12:04:51 +0000 2022,"I’m not trying to cuss anyone out this morning, but this @united attendant at check-in literally told me my… https://t.co/ry6bp6EpIT","Washington, D.C.",
_ZeroSanity,Mon Aug 01 14:09:57 +0000 2022,RT @cordae: I think it’s very important that I use my platform to speak on things that actually matter and are important to make society be…,Riverwood.,
Mr_ismoo,Mon Aug 01 14:09:43 +0000 2022,"RT @ChidozieMario: United Nigeria Airlines is hiring for the following positions:

• Commercial Manager
• Ground Operations Officer
• Risk…","45,000ft ",
laxradar,Mon Aug 01 14:07:05 +0000 2022,"United Airlines flight #UAL2637 spotted at 21,400 feet! https://t.co/INxEwA65Ve","Los Angeles, CA",
burntcobain,Mon Aug 01 14:06:49 +0000 2022,RT @cordae: I think it’s very important that I use my platform to speak on things that actually matter and are important to make society be…,PS42WW$,
laxradar,Mon Aug 01 14:06:10 +0000 2022,"United Airlines flight #UAL390 spotted at 3,075 feet! https://t.co/4oqhzilAXX","Los Angeles, CA",
laxradar,Mon Aug 01 14:05:54 +0000 2022,United Airlines flight #UAL1933 spotted at 750 feet! https://t.co/BcFkQeaeZx,"Los Angeles, CA",
kalypsokarla,Mon Aug 01 14:05:24 +0000 2022,@GOPLeader ...Large corporations like AMAZON who paid zero in taxes because of Trumps tax bill. Those companies are… https://t.co/U80sp3RwNE,,
DemVoterUSA,Mon Aug 01 14:01:17 +0000 2022,Have trouble flying because of your size/height? Fact: airlines shrunk seat widths and pitch so dramatically to cra… https://t.co/6LN9vjdGcB,Florida ,
Datayoshi_jobs,Mon Aug 01 14:01:15 +0000 2022,"United Airlines Inc. has a new Data Scientist open position

#hiring #datasciencejobs #datayoshi #Modeling

⬇️⬇️ Ap… https://t.co/JGMgssAsLh",,
cg_love1527,Mon Aug 01 14:00:58 +0000 2022,United Airlines AND THEIR FUCKEN DELAYS BRO! 😂,,
JezzaCAvGeek,Mon Aug 01 14:00:57 +0000 2022,RT @AvSourceNews: #NEWS | United Airlines have announced that they will be starting scheduled services between Washington D.C. and Cape Tow…,United Kingdom,
laxradar,Mon Aug 01 14:00:50 +0000 2022,"United Airlines flight #UAL2471 spotted at 20,600 feet! https://t.co/OmM4mBl25e","Los Angeles, CA",
LivingAbroadLLC,Mon Aug 01 14:00:27 +0000 2022,"#Businesstravel continues to rebound for US-based carriers United Airlines and American Airlines, as both reported… https://t.co/67tN209B43","Norwalk, CT, USA",
laxradar,Mon Aug 01 13:59:55 +0000 2022,"United Airlines flight #UAL2035 spotted at 15,700 feet! https://t.co/SA4MdcfExQ","Los Angeles, CA",
j_niniola,Mon Aug 01 13:59:54 +0000 2022,"RT @ChidozieMario: United Nigeria Airlines is hiring for the following positions:

• Commercial Manager
• Ground Operations Officer
• Risk…","Lagos, Nigeria",
wolfalexa_,Mon Aug 01 13:54:53 +0000 2022,RT @cordae: I think it’s very important that I use my platform to speak on things that actually matter and are important to make society be…,Dirty Jersey,
centralspotter,Mon Aug 01 13:54:17 +0000 2022,"👀✈️🔊
N58101 
#UAL3041 
#United Airlines 
#United States
#Boeing 757 224/W 
#United Airlines
#A77C11
From: #Unknown… https://t.co/7ixJ7xF9cS","Scotland, United Kingdom",
SpeelmanTom,Mon Aug 01 13:53:41 +0000 2022,"RT @TFconTweets: 🔥Travel discount for #TFconChicago 2022🔥

Airfare Discount – United Airlines
We are happy to establish a special conventio…",Northwest IN ,
laxradar,Mon Aug 01 13:53:06 +0000 2022,"United Airlines flight #UAL1292 spotted at 17,450 feet! https://t.co/oIgRrv5Vuu","Los Angeles, CA",
ChidozieMario,Mon Aug 01 13:52:19 +0000 2022,"United Nigeria Airlines is hiring for the following positions:

• Commercial Manager
• Ground Operations Officer
•… https://t.co/j0AjYAChj4","35,000 feet",
centralspotter,Mon Aug 01 13:51:15 +0000 2022,"👀✈️🔊
SX-ASK 
#BEE8EL 
#Marathon Airlines 
#Greece
#Embraer E175STD 
#Marathon Airlines
#46866B
From: #GLA Glasgow,… https://t.co/dRudWVMA27","Scotland, United Kingdom",
