user,date,text,location,coordinates
harshmadhusudan,Mon Apr 03 16:27:59 +0000 2023,"United Airlines Wants Electric VTOL Flying Taxis in Chicago by 2025.
https://t.co/QuezULfYWr
The proposed vertical-… https://t.co/dOmjuzMuZy",Bharat,
DXB,Tue Mar 28 11:43:04 +0000 2023,"Welcome to #DXB, @united! 🇺🇸
With United Airlines' nonstop daily service, in partnership with @Emirates and… https://t.co/5vRoKTzEYj","Dubai, UAE",
AP,Wed Mar 29 14:06:09 +0000 2023,A United Airlines flight bound from Houston to Rio de Janeiro has returned to Bush Intercontinental Airport for an… https://t.co/uW8QRDuUtg,Global,
montecoman,Mon Apr 03 19:00:35 +0000 2023,any body who has  suffered humiliation and loss from the action of a major airline respond to this. i am specifical… https://t.co/W99qGY5Fm6,,
TeglerWrites,Mon Apr 03 18:55:41 +0000 2023,The climb that United and Archer will have to make out of Vertiport Chicago is very steep. A press release doesn't… https://t.co/EqmDu0KCjQ,,
sarpy_spotter,Mon Apr 03 18:55:00 +0000 2023,"#KOMA - #UAL2259 (737-8 B38M) United Airlines @ 5000 ft and 14.7° frm hrzn, heading N @ 13:52:51 -… https://t.co/H5kxPvBBWe","Bellevue, NE",
a_pilot_reed,Mon Apr 03 18:54:00 +0000 2023,"RT @UnitedPilots: May 12 nationwide picket will be a real show of our collective resolve and deep frustration with United Airlines.
#WeAreA…",,
TransportColl,Mon Apr 03 18:50:03 +0000 2023,United Airlines Vintage Pilot Wings Pin and 4 star Gold pendant necklace https://t.co/hho2ChU0OE eBay https://t.co/6IS4nJoy65,,
cardnewsJP,Mon Apr 03 18:49:23 +0000 2023,[NEWS]  United Arab Emirates Airlines resumes accepting Russian card from ... - Republic World,,
sarpy_spotter,Mon Apr 03 18:49:04 +0000 2023,"#KOMA - #UAL1701 (A319-132 A319) United Airlines @ 35000 ft and 46.3° frm hrzn, heading E @ 13:46:57 -… https://t.co/cNN7CxvnCC","Bellevue, NE",
sarpy_spotter,Mon Apr 03 18:47:32 +0000 2023,"#KOMA - #UAL1241 (737-9 B39M) United Airlines @ 35000 ft and 43.4° frm hrzn, heading E @ 13:44:54 -… https://t.co/isnrYe6jdj","Bellevue, NE",
