user,date,text,location,coordinates
TheNBACentral,Fri Apr 14 00:24:53 +0000 2023,United Airlines offers to fly Diar DeRozan to Miami for Friday’s play-in game: https://t.co/bKhgG5SDR1,,
NBCSBulls,Thu Apr 13 21:33:37 +0000 2023,"The ""Get Diar to Miami"" movement is growing.

https://t.co/9voVqY7G6q",,
RTNBA,Thu Apr 13 23:30:59 +0000 2023,"Diar DeRozan, DeMar DeRozan's daughter, has been offered a flight to Miami for tomorrow night's game by United Airl… https://t.co/TG8uoGL4wu",rtnba@live.com,
jarommoore,Fri Apr 14 17:04:55 +0000 2023,RT @Deadspin: United will comp Diar DeRozan's flight to Miami https://t.co/bzkmfjsCFT https://t.co/LNn05MBgoC,"Woods Cross, UT",
laxradar,Fri Apr 14 17:04:13 +0000 2023,"United Airlines flight #UAL251 spotted at 4,325 feet! https://t.co/DKeizALa8e","Los Angeles, CA",
Deadspin,Fri Apr 14 17:03:33 +0000 2023,United will comp Diar DeRozan's flight to Miami https://t.co/bzkmfjsCFT https://t.co/LNn05MBgoC,,
shannonatHSC,Fri Apr 14 17:02:49 +0000 2023,Today I celebrate 20 years of employment with United Airlines. What a great experience it has been. I’ve met and wo… https://t.co/GEg7Je66Ix,"Houston, TX",
Newsfop1,Fri Apr 14 17:01:11 +0000 2023,"United Airlines presents DeMar DeRozan's Daughter Heat Game for free
https://t.co/b0GPygBsBe",United State,
POStweets42069,Fri Apr 14 17:00:07 +0000 2023,RT @RevDocBobSac: Friends don’t let friends fly United Airlines Flight 175 into the World Trade Center,,
jaycgallagher,Fri Apr 14 16:59:07 +0000 2023,"RT @zachsilberberg: my boss (firing me): can you please explain this tweet?
me: yeah so it’s a picture of united airlines flight 175 hittin…","London, via Birkenhead",
mattfrieds,Fri Apr 14 16:58:57 +0000 2023,"@nickrmanes Yes and no. It's like this when it's cold and cloudy too. As the CEO of United Airlines has said, with… https://t.co/AEms3vtSP2","Detroit, Michigan area",
laxradar,Fri Apr 14 16:58:53 +0000 2023,"United Airlines flight #UAL1679 spotted at 35,000 feet! https://t.co/3ShgkCNTFw","Los Angeles, CA",
2yamo2porrits,Fri Apr 14 16:58:44 +0000 2023,"RT @zachsilberberg: my boss (firing me): can you please explain this tweet?
me: yeah so it’s a picture of united airlines flight 175 hittin…",,
RockyinTX,Fri Apr 14 16:58:12 +0000 2023,"RT @Borders750: 69 years ago today, the crew of a United Airlines aircraft flying over Long Beach, California, had a ""near miss"" with a str…",,
sarpy_spotter,Fri Apr 14 16:56:22 +0000 2023,"#KOMA - #UAL1981 (A319-132 A319) United Airlines @ 37000 ft and 54.1° frm hrzn, heading E @ 11:55:19 -… https://t.co/QSWiYFtQE9","Bellevue, NE",
