user,date,text,location,coordinates
EconomicTimes,Sun May 22 12:00:00 +0000 2022,India will have urban air mobility in the form of Electric Vehicles Take Off and Landing (EVTOL) across the country… https://t.co/lcChvqV7U3,,
TranspoInsider,Sat May 21 12:52:11 +0000 2022,US airlines like Delta and United are so desperate for pilots they are dropping some requirements and considering c… https://t.co/LAuBsgT9Wk,,
DavidPSamson,Mon May 23 01:00:21 +0000 2022,Great to read this while on a plane. #waittosee  https://t.co/05f5VFTMOq,,
OverPutney,Mon May 23 05:14:04 +0000 2022,"#UAL110 N675UA Boeing 767 322ER/W United Airlines EWR-LHR Newark, Newark Liberty International Airport to London, H… https://t.co/ofgO2gVkTj","Putney, London",
westernwalking,Mon May 23 05:12:58 +0000 2022,RT @ianmSC: It’s now been over a month since the mask mandate on planes was lifted and “experts” claimed airlines would be forced to cancel…,Western Skies & Mountains ,
VictorVector_,Mon May 23 05:12:54 +0000 2022,"@Snecma593 Nice, thanks!
What do you think of the new livery? I liked it better when the lines where straight. 
Man… https://t.co/wMi0Sr6klk",Barcelona🇪🇦✌️🤙,
Desh_Nav,Mon May 23 05:11:54 +0000 2022,It’s always the United airlines that chooses violence 😭🤣 https://t.co/XbxPN2YQ3S,,
amp________,Mon May 23 05:11:42 +0000 2022,RT @nylalueeth_: United Airlines worker lost the fight AND his job at the same time. He Wants More 😂,,
anablompotter,Mon May 23 05:11:26 +0000 2022,@JapanIntercult @YMPhillips @united Wear a mask and sanitize the seat and everything else before you touch it. Airl… https://t.co/x3DV0g7QI7,,
Neelam_Thanvi,Mon May 23 05:09:54 +0000 2022,RT @EconomicTimes: India will have urban air mobility in the form of Electric Vehicles Take Off and Landing (EVTOL) across the country once…,,
ThaFrreshPrince,Mon May 23 05:09:40 +0000 2022,"RT @SupportASDKidz: @juwanthewriter @larrenwong Wanda must be sleep so I have to be the short lesbian on duty (s.l.o.d) okay...""I couldn't…",,
CaptialTee,Mon May 23 05:09:16 +0000 2022,@DMNTnasa Not my AIRLINES!! Come on UNITED! neither one can’t fight. The black dude just fights better 🤣💀 Chile I need the back story.,,
laxradar,Mon May 23 05:09:06 +0000 2022,"United Airlines flight #UAL2192 spotted at 4,300 feet! https://t.co/8tHTStjFEy","Los Angeles, CA",
_gabbychulo_,Mon May 23 05:08:29 +0000 2022,"RT @SupportASDKidz: @juwanthewriter @larrenwong Wanda must be sleep so I have to be the short lesbian on duty (s.l.o.d) okay...""I couldn't…",In A Hopeless Place ❤,
laxradar,Mon May 23 05:07:50 +0000 2022,"United Airlines flight #UAL517 spotted at 33,425 feet! https://t.co/kTNZbZBosy","Los Angeles, CA",
conz2,Mon May 23 05:07:45 +0000 2022,"@tariqnasheed @united The nerve of that Delta Airlines ""employee"" put 📌 a pin in him cus I think he's done doing th… https://t.co/vC38fGaQ4C",N 34°15' 0'' / W 118°36' 0'',
laxradar,Mon May 23 05:03:50 +0000 2022,"United Airlines flight #UAL1226 spotted at 3,375 feet! https://t.co/zW5DM1sQe2","Los Angeles, CA",
lockdownRose,Mon May 23 05:02:39 +0000 2022,RT @AfghanHistorian: Ariana Airlines was founded in 1955 and it was Afghanistan’s largest airline. It provided flights internationally incl…,,
laxradar,Mon May 23 05:02:05 +0000 2022,"United Airlines flight #UAL1801 spotted at 28,400 feet! https://t.co/HCiertH9lu","Los Angeles, CA",
Furrystoat,Mon May 23 05:00:45 +0000 2022,RT @ianmSC: It’s now been over a month since the mask mandate on planes was lifted and “experts” claimed airlines would be forced to cancel…,TN...A Seattle Refugee,
