user,date,text,location,coordinates
Forbes,Sat Apr 30 22:18:02 +0000 2022,How Linda Jojo has made United Airlines a tech leader: https://t.co/y7YCbZ5fCu https://t.co/g7O4V0W10c,"New York, NY",
WSJ,Mon Apr 25 00:15:03 +0000 2022,"United, Delta, American are among airlines deciding what to do with passengers who were banned after breaking mask… https://t.co/0jxlwQCOnv","New York, NY",
UnitedPilots,Tue Apr 26 11:00:00 +0000 2022,"Happy World Pilots' Day to the 13,500 @ALPAPilots of United Airlines, flying passengers around the world since 1926… https://t.co/tq2ZKZQ3v0","Rosemont, IL",
laxradar,Sun May 01 12:11:38 +0000 2022,"United Airlines flight #UAL1110 spotted at 5,875 feet! https://t.co/Vssweq80Z7","Los Angeles, CA",
AbovePortishead,Sun May 01 12:07:49 +0000 2022,"VLG8BD   Vueling Airlines   Airbus A321 231SL 
Altitude: 14350 ft   Distance: 13.71 km 
Speed: 372.4 mph   Squawk:… https://t.co/SlSRqcE34X",Portishead,
iwaspoisoned_,Sun May 01 12:06:30 +0000 2022,"United Airlines, Airlines - San Francisco, California - Travelled on 24 April 2022 from Singapore to SFO on UA2 eco… https://t.co/42e9xfgbJ3",,"{'type': 'Point', 'coordinates': [-122.3789554, 37.6213129]}"
CosmicMskdAvngr,Sun May 01 12:02:58 +0000 2022,@joncoopertweets @CalltoActivism United what?  Airlines?,,
centralspotter,Sun May 01 12:02:35 +0000 2022,"👀✈️🔊
N647UA 
#UAL160 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A880FF
From: #MUC Mun… https://t.co/WqN5e6e0AM","Scotland, United Kingdom",
centralspotter,Sun May 01 12:00:02 +0000 2022,"👀✈️🔊
N45956 
#UAL930 
#United Airlines 
#United States
#Boeing 787 9 
#United Airlines
#A596B1
From: #SFO San Franc… https://t.co/pKPtjiISa0","Scotland, United Kingdom",
centralspotter,Sun May 01 11:56:00 +0000 2022,"👀✈️🔊
N647UA 
#UAL160 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A880FF
From: #MUC Mun… https://t.co/oATt8OgFXJ","Scotland, United Kingdom",
centralspotter,Sun May 01 11:55:02 +0000 2022,"👀✈️🔊
SE-DMO 
#SAS927 
#Scandinavian Airlines System 
#Sweden
#Airbus A321 253NXSL 
#Scandinavian Airlines System… https://t.co/z8h5XRB69Y","Scotland, United Kingdom",
OverPutney,Sun May 01 11:51:03 +0000 2022,"#UAL107 N78004 Boeing 777 224ER United Airlines: 2.4 mi away @ 34000 ft and 69.2° frm hrzn, heading W @ 632.2mi/h 1… https://t.co/42fZH29mtY","Putney, London",
AboveBracknell,Sun May 01 11:50:22 +0000 2022,"🇺🇸 N76010 #UNITED #UAL919 LHR-IAD: 2.7mi away heading W, travelling 296mph @ 6925ft #Heathrow #Departure [United Ai… https://t.co/GgIdnigSBJ",Bracknell,
AustonCoin,Sun May 01 11:50:08 +0000 2022,@Juanok8000 @SantiagoAuFund His money bailed out Solomon Bros. His money bailed out United Airlines and saved 1000… https://t.co/Uy9TPSGUIm,nhl,
centralspotter,Sun May 01 11:49:19 +0000 2022,"👀✈️🔊
N647UA 
#UAL160 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A880FF
From: #MUC Mun… https://t.co/cXpeb9cubM","Scotland, United Kingdom",
