user,date,text,location,coordinates
iluminatibot,Fri Mar 10 17:16:01 +0000 2023,Several events immediately preceding the 9/11 attacks suggests many people other than Islamic extremists anticipate… https://t.co/hRf76hL8NC,,
CBSMornings,Fri Mar 10 13:56:39 +0000 2023,"Ricki Foster, a former flight attendant, is taking to the skies in a new way after completing basic pilot training.… https://t.co/PaCkjmKgQI",United States,
billmckibben,Thu Mar 09 19:14:05 +0000 2023,"Everyone's doing it--after 20 years as a customer, Tim Ward cuts up his Chase card:
 ""I want to send a message to b… https://t.co/8SjKxJ4HKL",Vermont,
MediaEatOut,Sat Mar 11 10:04:16 +0000 2023,"RT @NBCNews: Cellphone video shows a passenger on a United Airlines flight threatening to ""kill every man on this plane"" before allegedly a…",United States,
miles_wilma,Sat Mar 11 10:02:02 +0000 2023,Looming deadlines in the ongoing dilemma surrounding 5G implementation in the United States threaten to disrupt glo… https://t.co/fI05Q6wYtp,,
NBCNews,Sat Mar 11 10:01:07 +0000 2023,"Cellphone video shows a passenger on a United Airlines flight threatening to ""kill every man on this plane"" before… https://t.co/maFR8R2zyT","New York, NY",
abeautifulsky,Sat Mar 11 09:52:03 +0000 2023,"United airlines going to hell, this flight was delayed almost 10 hours","Phoenix, AZ",
skyoverhavant,Sat Mar 11 09:47:06 +0000 2023,"➠United Airlines Boeing 767-322(ER)
7mls NW of Havant @ 13000ft ➶ heading NNE ↑ at 278mph. REG:N674UA CS:UAL924 SQ:1444
11/03/2023 09:47:06","Havant, Hampshire",
skyoverhavant,Sat Mar 11 09:46:04 +0000 2023,"➠United Airlines Boeing 767-322(ER)
10mls SW of Havant @ 13575ft ➴ heading NNE ↑ at 312mph. REG:N674UA CS:UAL924 SQ:1444
11/03/2023 09:46:04","Havant, Hampshire",
sarpy_spotter,Sat Mar 11 09:42:35 +0000 2023,"#UAL2132 A319 131 United Airlines:  37000 ft and 56.3° frm hrzn, heading E @ 03:41:14 - https://t.co/xh2h8y5EPm… https://t.co/Vbl2ATCi4R","Bellevue, NE",
berrysname,Sat Mar 11 09:37:52 +0000 2023,RT @FloLake: United Airlines Is Making Way for a Huge Change in the Industry https://t.co/dr5xnGG0Vf,INDIANA   USA,
centralspotter,Sat Mar 11 09:33:18 +0000 2023,"👀✈️🔊
N226UA 
#UAL984 
#United Airlines 
#United States
#Boeing 777 222ER 
#United Airlines
#A1F90E
Alt 32000ft… https://t.co/aB3X7VdqMH","Scotland, United Kingdom",
sarpy_spotter,Sat Mar 11 09:32:37 +0000 2023,"#UAL2630 737MAX 9 United Airlines:  35000 ft and 42.7° frm hrzn, heading E @ 03:31:34 - https://t.co/WvKL0ygfEk… https://t.co/cD51OfIn5M","Bellevue, NE",
sarpy_spotter,Sat Mar 11 09:29:44 +0000 2023,"#UAL1722 A319 131 United Airlines:  34975 ft and 48.7° frm hrzn, heading E @ 03:28:22 - https://t.co/yH1VxrxYvQ… https://t.co/i5EpoiafVf","Bellevue, NE",
centralspotter,Sat Mar 11 09:29:12 +0000 2023,"👀✈️🔊
N57111 
#UAL37 
#United Airlines 
#United States
#Boeing 757 224/W 
#United Airlines
#A754B5
Alt 3050ft… https://t.co/9sX8J6kuKo","Scotland, United Kingdom",
sarpy_spotter,Sat Mar 11 09:26:28 +0000 2023,"#UAL1472 737NG 824/W United Airlines:  35000 ft and 43.2° frm hrzn, heading E @ 03:25:24 - https://t.co/272EF9mDAC… https://t.co/odwFDq5F1i","Bellevue, NE",
centralspotter,Sat Mar 11 09:24:07 +0000 2023,"👀✈️🔊
N226UA 
#Unknown 
#United Airlines 
#United States
#Boeing 777 222ER 
#United Airlines
#A1F90E
Alt 32000ft… https://t.co/Q4gVCqeDed","Scotland, United Kingdom",
seoexpertnora10,Sat Mar 11 09:23:58 +0000 2023,"When any traveler faces any kind of while booking a flight ticket, So they can resolve their problem by calling on… https://t.co/f1TbAkRCS4",,
laxradar,Sat Mar 11 09:21:33 +0000 2023,"United Airlines flight #UAL1761 spotted at 33,000 feet! https://t.co/qJeztMkZiG","Los Angeles, CA",
centralspotter,Sat Mar 11 09:18:30 +0000 2023,"👀✈️🔊
N14016 
#UAL71 
#United Airlines 
#United States
#Boeing 787-10 Dreamliner 
#United Airlines
#A0A54A
Alt 35000… https://t.co/azfJShEqjB","Scotland, United Kingdom",
centralspotter,Sat Mar 11 09:16:59 +0000 2023,"👀✈️🔊
N12005 
#UAL945 
#United Airlines 
#United States
#Boeing 787 10 
#United Airlines
#A05628
Alt 34000ft… https://t.co/4o37Opt0HA","Scotland, United Kingdom",
sarpy_spotter,Sat Mar 11 09:15:34 +0000 2023,"#UAL325 757 224/W United Airlines:  37000 ft and 48.8° frm hrzn, heading E @ 03:14:14 - https://t.co/7xaV0LQK3l… https://t.co/gmj33R7Wka","Bellevue, NE",
skyoverhavant,Sat Mar 11 09:00:54 +0000 2023,"➠United Airlines Boeing 767-322(ER)
6mls NW of Havant @ 14650ft ➴ heading NNE ↑ at 314mph. REG:N658UA CS:UAL24 SQ:6035
11/03/2023 09:00:54","Havant, Hampshire",
centralspotter,Sat Mar 11 08:59:43 +0000 2023,"👀✈️🔊
N784AN 
#AAL194 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA9F6F
Alt 37000ft… https://t.co/jEUW2Mv9GF","Scotland, United Kingdom",
common_aman,Sat Mar 11 08:53:34 +0000 2023,"RT @drgrudge: 🚨 Marriott to United Airlines increased bonus!

In the ratio of 2:1 ⭐️

A 🧵",New Delhi,
laxradar,Sat Mar 11 08:52:33 +0000 2023,"United Airlines flight #UAL505 spotted at 35,000 feet! https://t.co/FRryIYTymN","Los Angeles, CA",
