user,date,text,location,coordinates
SkyKaveh,Fri Oct 08 11:40:01 +0000 2021,Newcastle United shirt sponsorship deal currently brings in about £6m a year. Wonder how much it will magically be… https://t.co/HdQraZt9Pn,,
benwakana46,Thu Oct 07 14:21:28 +0000 2021,"Incredible nugget in this story.

United Airlines received 20,000 applications for 2,000 flight attendant positions… https://t.co/xObjPXCBSY",,
TheLeadCNN,Fri Oct 08 00:01:19 +0000 2021,President Biden calls on employers across the country to follow lead of United Airlines and mandate vaccines for em… https://t.co/XJXaDuzyaW,,
centralspotter,Sat Oct 09 13:09:26 +0000 2021,"👀✈️🔊N26952 
#UAL47 
#United Airlines 
#Boeing 787 9 
From: #FRA Frankfurt-am-Main, Germany
To: #IAH George Bush Int… https://t.co/xxUEm5JUVv","Scotland, United Kingdom",
Beingahuman10,Sat Oct 09 13:09:16 +0000 2021,The ‘Atrocities committed during the conflict also appear to violate the terms of a trade program that provides luc… https://t.co/88FlxmoDNj,Ethiopia,
Dawit4H,Sat Oct 09 13:08:14 +0000 2021,RT @kahsay_meaza: We call on the United Nations and all Non-Governmental and Aid organisations to take a lead by not using Ethiopian Airlin…,𝐓𝐈𝐆𝐑𝐀𝐘(TG)⛱,
AmitiAmy,Sat Oct 09 13:08:05 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",Addis,
iyoba4u,Sat Oct 09 13:07:37 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",Ethiopia,
Issa88562098,Sat Oct 09 13:06:48 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",,
MelkamuWoubante,Sat Oct 09 13:03:12 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",,
KirubelGetach18,Sat Oct 09 13:02:27 +0000 2021,RT @arebesie: Amrica has  recently accused based on the Fake news of CNN as Ethiopian airlines transported soliders. But thiswas not happne…,,
_Caroline_G,Sat Oct 09 13:01:40 +0000 2021,"RT @wriggs13: @OccupyDemocrats In related news, United Airlines fired a few hundred people for vaccine refusal and then had 20,000 applicat…",,
yimesgen7,Sat Oct 09 13:01:06 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",,
trguillen151,Sat Oct 09 13:00:59 +0000 2021,"RT @benwakana46: Incredible nugget in this story.

United Airlines received 20,000 applications for 2,000 flight attendant positions – a ra…",AZ,
SherifJihad,Sat Oct 09 13:00:59 +0000 2021,"RT @NatnaelMekonne7: USA 🇺🇲 Message to #Ethiopia 🇪🇹
""Do as I say not as I do...""

The United States has the ""Civil Reserve Air Fleet"" progr…",,
KatherineLeiba,Sat Oct 09 13:00:55 +0000 2021,"RT @mnewla: ""American Airlines""
United Airlines got there staff done and the ones who did no want to will lose their Job

United got 20,000…",,
Amerita,Sat Oct 09 13:00:15 +0000 2021,"RT @benwakana46: Incredible nugget in this story.

United Airlines received 20,000 applications for 2,000 flight attendant positions – a ra…",,
EfraimMichael,Sat Oct 09 13:00:14 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",,
Brentwood23,Sat Oct 09 13:00:04 +0000 2021,"@TeamMaga45 Hope your correct, esp the Airlines like United.",Golf Course,
YekunoMesfin4,Sat Oct 09 13:00:00 +0000 2021,RT @RGselassie: The ‘Atrocities committed during the conflict also appear to violate the terms of a trade program that provides lucrative a…,,
DagneDemisew,Sat Oct 09 12:59:56 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",Ethiopia,
insignutopia1,Sat Oct 09 12:58:32 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…","Riverside, CA",
Eritrea44411411,Sat Oct 09 12:58:28 +0000 2021,"RT @EA_DevCouncil: CNN's rogue reporter @nimaelbagir fact checked by @CNN itself.

✅ It's legal for civilian aircrafts to be used for milit…",,
mlbama_tigray,Sat Oct 09 12:57:45 +0000 2021,RT @abunomads: The ‘Atrocities committed during the conflict also appear to violate the terms of a trade program that provides lucrative ac…,,
