user,date,text,location,coordinates
iluminatibot,Fri Mar 10 17:16:01 +0000 2023,Several events immediately preceding the 9/11 attacks suggests many people other than Islamic extremists anticipate… https://t.co/hRf76hL8NC,,
CBSMornings,Fri Mar 10 13:56:39 +0000 2023,"Ricki Foster, a former flight attendant, is taking to the skies in a new way after completing basic pilot training.… https://t.co/PaCkjmKgQI",United States,
billmckibben,Thu Mar 09 19:14:05 +0000 2023,"Everyone's doing it--after 20 years as a customer, Tim Ward cuts up his Chase card:
 ""I want to send a message to b… https://t.co/8SjKxJ4HKL",Vermont,
gdaltiero,Sat Mar 11 04:04:18 +0000 2023,RT @deesbarbara: Passenger praised for subduing man who tried to stab United flight attendant https://t.co/ruEwloh3nf,🌊🌊🌊🌊🌊🌊🌊,
centralspotter,Sat Mar 11 04:04:16 +0000 2023,"👀✈️🔊
N725AN 
#Unknown 
#American Airlines 
#United States
#Boeing 777 323ER 
#American Airlines
#A9B62C
Alt 32725ft… https://t.co/tAPkZTlAqf","Scotland, United Kingdom",
CyberSecJobFeed,Sat Mar 11 04:04:14 +0000 2023,"United Airlines is looking for an Engineer - Cybersecurity Operations and Engineering
https://t.co/RXv5s6SUPc Cook… https://t.co/16vW0fbQQ7",,
CyberSecJobFeed,Sat Mar 11 04:04:13 +0000 2023,"United Airlines is looking for an Associate - Application Cybersecurity
https://t.co/yDMrSBCWb7 Cook County, Illino… https://t.co/yBU0zpfyS7",,
CyberSecJobFeed,Sat Mar 11 04:04:13 +0000 2023,"United Airlines is looking for an Associate - Cybersecurity
https://t.co/T8YXzDs4mV Cook County, Illinois, US
( cyb… https://t.co/McyRBLc56M",,
laxradar,Sat Mar 11 04:03:57 +0000 2023,"United Airlines flight #UAL1118 spotted at 36,000 feet! https://t.co/WWIN5RSW3U","Los Angeles, CA",
centralspotter,Sat Mar 11 04:03:47 +0000 2023,"👀✈️🔊
N775AN 
#AAL145 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA7BA7
Alt 36000ft… https://t.co/jkCMeVd1yd","Scotland, United Kingdom",
laxradar,Sat Mar 11 03:56:55 +0000 2023,"United Airlines flight #UAL683 spotted at 37,000 feet! https://t.co/U71Dozg7eb","Los Angeles, CA",
centralspotter,Sat Mar 11 03:54:12 +0000 2023,"👀✈️🔊
N775AN 
#AAL145 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA7BA7
Alt 36000ft… https://t.co/9ioB3WG8Wn","Scotland, United Kingdom",
laxradar,Sat Mar 11 03:52:15 +0000 2023,United Airlines flight #UAL2366 spotted at 700 feet! https://t.co/j4FdShAmQf,"Los Angeles, CA",
centralspotter,Sat Mar 11 03:49:38 +0000 2023,"👀✈️🔊
N775AN 
#AAL145 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA7BA7
Alt 36000ft… https://t.co/QVl9sXp7Lw","Scotland, United Kingdom",
chapkoshi,Sat Mar 11 03:48:40 +0000 2023,RT @VeganRecovering: The crazy United Airlines passenger was a vegan!,IRAN ❤,
FiveRunDingers,Sat Mar 11 03:47:22 +0000 2023,@HarryJo90511390 Just saw this. At this point I think they're fully declared war. There's segregation. United Airli… https://t.co/qnZ5jRhzxj,Not so flat earf,
centralspotter,Sat Mar 11 03:46:05 +0000 2023,"👀✈️🔊
N775AN 
#Unknown 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA7BA7
Alt 36000ft… https://t.co/f8SafW3hXv","Scotland, United Kingdom",
Florence__2137,Sat Mar 11 03:44:49 +0000 2023,RT @SAM202055: United Airlines did a great job with showing they care about there customers. They showed examples of what frustrates custom…,,
streetfacts,Sat Mar 11 03:30:52 +0000 2023,RT @deesbarbara: Passenger praised for subduing man who tried to stab United flight attendant https://t.co/ruEwloh3nf,"MIami, FL",
WilliamTGillin,Sat Mar 11 03:28:50 +0000 2023,@VigilantFox United Airlines was doing that decades ago.,Montana ,
EscapeFlightPDX,Sat Mar 11 03:22:50 +0000 2023,"Nonstop Flights: Portland to/from San Francisco, Sacramento, or San Jose, California $136-$142 r/t [April-May] - Al… https://t.co/n0qtU0CjfZ","Portland, Oregon",
AboveStLouis,Sat Mar 11 03:14:57 +0000 2023,"🇺🇸 N4901U - Airbus A320 232 - United Airlines UAL8124/UA8124, Bradley (BDL) to Chicago O'Hare (ORD) - 4.3 mi away @… https://t.co/vugRcdbcpB","St. Peters, Missouri",
AboveStLouis,Sat Mar 11 03:07:57 +0000 2023,"🇺🇸 N37545 - Boeing 737MAX 9 - United Airlines UAL625/UA625, Chicago O'Hare (ORD) to San Antonio (SAT) - 4.8 mi away… https://t.co/wSXuhzaKDX","St. Peters, Missouri",
jerbon57,Sat Mar 11 03:07:48 +0000 2023,"RT @TomthunkitsMind: A United Airlines flight took a steep nose dive after taking off from Maui in December. The plane plunged from 2,200 f…",,
AboveStLouis,Sat Mar 11 03:06:01 +0000 2023,"🇺🇸 N78506 - Boeing 737NG 824/W - United Airlines UAL2230/UA2230, Chicago O'Hare (ORD) to Dallas-Fort Worth (DFW) -… https://t.co/1jdDnmqtm2","St. Peters, Missouri",
TomthunkitsMind,Sat Mar 11 03:05:25 +0000 2023,"A United Airlines flight took a steep nose dive after taking off from Maui in December. The plane plunged from 2,20… https://t.co/CP3Ugdx9BU",In Your Mind Now,
ChiefKwamee,Sat Mar 11 03:02:36 +0000 2023,United Airlines might be the best out there,,
ccrask,Sat Mar 11 02:49:10 +0000 2023,"United Airlines is training pilots - this takes years, but it is a career now open to non military https://t.co/kNhKi943Si",,
laxradar,Sat Mar 11 02:42:59 +0000 2023,"United Airlines flight #UAL2038 spotted at 33,350 feet! https://t.co/icsV3eMfl5","Los Angeles, CA",
