user,date,text,location,coordinates
EpochTimes,Sun Feb 20 23:25:01 +0000 2022,“United has presented plaintiffs with two options: violate their religious convictions or lose all pay and benefits… https://t.co/qphhd7ZxSn,"New York, USA",
GregAbbott_TX,Thu Feb 17 22:58:49 +0000 2022,"United Airlines vaccine mandate for employees put on hold by Federal Court of Appeals.  

The Court effectively hal… https://t.co/FzbrKhkgT5","Austin, TX",
byjoelanderson,Thu Feb 17 00:29:45 +0000 2022,Marla Gibbs was working as Florence on The Jeffersons and in reservations for United Airlines at the same damn time… https://t.co/cSH1fPshbO,,
JRNHeadlines,Wed Feb 23 00:29:36 +0000 2022,Japan's Akira Akasaki and Haruka Onodera were set to run 2020 United Airlines NYC Half in college when was canceled… https://t.co/kI8cWsindr,Tokyo,
atkinsbj,Wed Feb 23 00:28:56 +0000 2022,Airlines make the best thing ever (traveling) the worst.  It’s not just #spirit either #delta blows #american sucks… https://t.co/XRCcSZxMzV,"Detroit, MI",
Happy6480xZx,Wed Feb 23 00:27:20 +0000 2022,RT @traumamamaasmr: Flashing the United airlines flight crew just for you! https://t.co/ON8ogRDglM,,
laxradar,Wed Feb 23 00:23:00 +0000 2022,United Airlines flight #UAL2146 spotted at 900 feet! https://t.co/bHN5GyP4hq,"Los Angeles, CA",
laxradar,Wed Feb 23 00:19:12 +0000 2022,"United Airlines flight #UAL2385 spotted at 31,975 feet! https://t.co/k7xXIFKef3","Los Angeles, CA",
mintiibunny,Wed Feb 23 00:18:48 +0000 2022,United airlines pricing for flights to Las Vegas from Jersey making me SICK,22 | she/her | boricua 🇵🇷,
laxradar,Wed Feb 23 00:16:09 +0000 2022,"United Airlines flight #UAL247 spotted at 14,450 feet! https://t.co/q4NqUXunRK","Los Angeles, CA",
laxradar,Wed Feb 23 00:12:09 +0000 2022,"United Airlines flight #UAL1877 spotted at 14,975 feet! https://t.co/Xgz1GPWcMO","Los Angeles, CA",
Kira_Saoirse,Wed Feb 23 00:06:07 +0000 2022,RT @PacificJustice: United Airlines has left many religious and disabled workers in an impossible position take the COVID-19 vaccine at the…,"Colorado, USA",
fox7austin,Wed Feb 23 00:00:21 +0000 2022,A South Texas couple just got back to the United States with their newly adopted son from Ukraine. They managed to… https://t.co/y18754IayQ,"Austin, TX",
DyeStat,Wed Feb 23 00:00:13 +0000 2022,"After Two-Year Hiatus, @nyrr United Airlines NYC Half Comes Roaring Back With Top Elite Field 

@d9monti #RRW 📰… https://t.co/ZSem8kTPLS",United States,
PacificJustice,Wed Feb 23 00:00:06 +0000 2022,United Airlines has left many religious and disabled workers in an impossible position take the COVID-19 vaccine at… https://t.co/Mk1bCFdNSt,California,
Ryoko_STK_9Z,Tue Feb 22 23:55:51 +0000 2022,"RT @Quentin_Bretzke: 1. United Airlines Liv Tyler.
2. Air Canada Cobie Smulders.
3. British Airways Dua Lipa.
4. Air New Zealand Jacinda Ar…",ＳＴＫ💘 toplesskaigi@gmail.com ,
iAmAlaska49,Tue Feb 22 23:55:36 +0000 2022,"RT @OnDisasters: #OTD in 1970: a United Arab Airlines Comet [SU-ALE] overruns the runway in Munich (W. Germany), all 23 aboard survive. On…",,
SinisterServant,Tue Feb 22 23:53:54 +0000 2022,"@Vadeboncoeur_Al Philippine Airlines 
Qantas
Ryanair
Southwest
Transat
United
Virgin Atlantic
WestJet","Montreal, Quebec, CA",
jessicaa_beach,Tue Feb 22 23:50:07 +0000 2022,Big shout to @united for working with me to change my flight to avoid inclement weather.  I’ve had similar situatio… https://t.co/BF0wldZLND,,
laxradar,Tue Feb 22 23:49:25 +0000 2022,"United Airlines flight #UAL451 spotted at 18,750 feet! https://t.co/ObNvmlmEM3","Los Angeles, CA",
laxradar,Tue Feb 22 23:48:36 +0000 2022,"United Airlines flight #UAL1174 spotted at 36,000 feet! https://t.co/8P3vn5Vlgb","Los Angeles, CA",
laxradar,Tue Feb 22 23:48:01 +0000 2022,"United Airlines flight #UAL1221 spotted at 11,200 feet! https://t.co/AkCJRkqvxB","Los Angeles, CA",
jmedeiros71,Tue Feb 22 23:47:32 +0000 2022,"RT @OnDisasters: #OTD in 1970: a United Arab Airlines Comet [SU-ALE] overruns the runway in Munich (W. Germany), all 23 aboard survive. On…","Lisboa, Portugal",
IssuesOfSafety,Tue Feb 22 23:45:00 +0000 2022,"Fallout of United Airlines jetliner’s engine failure over metro Denver continues with legal cases, searing memories… https://t.co/coFIFer9uY",California & Beyond,
above_monroe,Tue Feb 22 23:42:16 +0000 2022,"🇺🇸 UNITED #UAL688: 3.2mi away [60° elevation] @ 29000ft, heading NE @ 567mph [United Airlines - #737-9]… https://t.co/k0HZdWs1R9","New Jersey, USA",
FOX10Phoenix,Tue Feb 22 23:40:14 +0000 2022,A South Texas couple just got back to the United States with their newly adopted son from Ukraine. They managed to… https://t.co/BR8wlbVl5G,"Phoenix, AZ",
laxradar,Tue Feb 22 23:36:02 +0000 2022,"United Airlines flight #UAL1243 spotted at 36,025 feet! https://t.co/OMV5FjbfyD","Los Angeles, CA",
laxradar,Tue Feb 22 23:34:55 +0000 2022,"United Airlines flight #UAL403 spotted at 32,775 feet! https://t.co/z7OIQI3Zs1","Los Angeles, CA",
laxradar,Tue Feb 22 23:32:57 +0000 2022,"United Airlines flight #UAL1925 spotted at 31,175 feet! https://t.co/Tedc25MrEm","Los Angeles, CA",
OnDisasters,Tue Feb 22 23:29:21 +0000 2022,"#OTD in 1970: a United Arab Airlines Comet [SU-ALE] overruns the runway in Munich (W. Germany), all 23 aboard survi… https://t.co/AaVgbCMm1z","Livramento, Azores, Portugal",
above_monroe,Tue Feb 22 23:28:30 +0000 2022,"🇺🇸 UNITED #UAL989: 4.1mi away [60° elevation] @ 37000ft, heading NE @ 614mph [United Airlines - #787-10]… https://t.co/AFR8hhGUUA","New Jersey, USA",
7earse,Tue Feb 22 23:26:32 +0000 2022,For sports equipment and they won’t be covering any of the damage. How @united as one of the largest airlines does… https://t.co/qsZOXRcWDr,"Los Angeles, CA",
OnDisasters,Tue Feb 22 23:24:43 +0000 2022,"#Thread ASN Entry. At the time of the accident, the aircraft was being operated by United Airlines https://t.co/qNY9X19Xp5","Livramento, Azores, Portugal",
travelpoints101,Tue Feb 22 23:20:04 +0000 2022,"Nice when you can go to Europe for less than usual miles.  You can travel between March thru November. 
https://t.co/sYZ0Sbuomj",,
laxradar,Tue Feb 22 23:19:29 +0000 2022,"United Airlines flight #UAL1752 spotted at 2,975 feet! https://t.co/IQTfdzlvEZ","Los Angeles, CA",
injust7days,Tue Feb 22 23:17:30 +0000 2022,UNITED AIRLINES COURT RULING - FEBRUARY; Peggy to the Rescue https://t.co/cLzosAWtMa via @YouTube,,
laxradar,Tue Feb 22 23:17:02 +0000 2022,"United Airlines flight #UAL2186 spotted at 20,725 feet! https://t.co/WDWVEOUSSH","Los Angeles, CA",
laxradar,Tue Feb 22 23:16:31 +0000 2022,"United Airlines flight #UAL1896 spotted at 25,750 feet! https://t.co/6uFQziOLBg","Los Angeles, CA",
MelissaJBoggan,Tue Feb 22 23:10:32 +0000 2022,Is there a reason airlines don’t check their fuel/mechanics prior to everyone boarding or do they just have terribl… https://t.co/6whz2yeZLC,,
laxradar,Tue Feb 22 23:10:19 +0000 2022,"United Airlines flight #UAL516 spotted at 3,500 feet! https://t.co/Nzqe13mYs5","Los Angeles, CA",
IlkaFroehlich,Tue Feb 22 23:09:42 +0000 2022,RT @akapcan: @FlightHub Really bad company. United Airlines provided refund to Flighthub in July. Am still waiting for flighthub to give th…,,
NwEuroflights,Tue Feb 22 23:08:36 +0000 2022,RT @propandkerosene: N19130 - United Airlines 757-200 landing LIH from SFO as UA1111 https://t.co/tS02YeHsbD,"England, United Kingdom",
jetcitystar,Tue Feb 22 23:06:44 +0000 2022,RT @propandkerosene: N17122 - United Airlines 757-200 landing at LIH from DEN as UA2307 - just missed the setting sun tonight https://t.co/…,Greater Seattle Washington USA,
gatekeepers_ng,Tue Feb 22 23:03:49 +0000 2022,Recruitment: Apply For United Nigeria Airlines Recruitment 2022 https://t.co/qkW78NDSCA,,
RecruiterGuy81,Tue Feb 22 23:00:26 +0000 2022,"@csuitetv #BestSellerTV highlighted my 2nd #Book - ""Employee 5.0 Secrets Of A Successful Job Search In The New Worl… https://t.co/Z7RPwBPVCp","Park City, Utah",
theydusa,Tue Feb 22 23:00:08 +0000 2022,okay im going to gently ask this because i have never bought my own plane tickets or anything and im in the process… https://t.co/CxOTpya9lI,they/she | nonbinary ,
Angel_Baulk,Tue Feb 22 22:56:18 +0000 2022,RT @nyrrnews: Olympic and Paralympic Medalists to Headline Strongest Professional Athlete Field in United Airlines NYC Half History on Sund…,Royston,
laxradar,Tue Feb 22 22:55:38 +0000 2022,"United Airlines flight #UAL2374 spotted at 23,900 feet! https://t.co/m4SpXgDCCE","Los Angeles, CA",
nofeargage,Tue Feb 22 22:49:59 +0000 2022,RT @PillyRouge: JUST IN: 5th Circuit Court of Appeals finds United Airlines’ vaccine mandate wrongly coerced employees to get the shot over…,,
laxradar,Tue Feb 22 22:41:10 +0000 2022,"United Airlines flight #UAL312 spotted at 1,100 feet! https://t.co/gOJLIUUY5M","Los Angeles, CA",
above_monroe,Tue Feb 22 22:38:56 +0000 2022,"🇺🇸 UNITED #UAL408: 2.0mi away [36° elevation] @ 7800ft, heading NE @ 305mph [United Airlines - #A319-132]… https://t.co/2acO6EC6P3","New Jersey, USA",
laxradar,Tue Feb 22 22:33:43 +0000 2022,"United Airlines flight #UAL2191 spotted at 24,075 feet! https://t.co/NTbRwkZZWA","Los Angeles, CA",
laxradar,Tue Feb 22 22:27:23 +0000 2022,"United Airlines flight #UAL2041 spotted at 28,200 feet! https://t.co/SuPMIYwE0o","Los Angeles, CA",
MazieGrace6,Tue Feb 22 22:27:04 +0000 2022,RT @vikingmom7: Federal appeals court rules United Airlines vaccine mandated harms workers’ religious rights - Real America's Voice News ht…,,
vikingmom7,Tue Feb 22 22:23:20 +0000 2022,Federal appeals court rules United Airlines vaccine mandated harms workers’ religious rights - Real America's Voice… https://t.co/W4F1hg27qU,,
laxradar,Tue Feb 22 22:20:59 +0000 2022,"United Airlines flight #UAL1617 spotted at 9,675 feet! https://t.co/cAKMYOYuAX","Los Angeles, CA",
