user,date,text,location,coordinates
Jim_Jordan,Mon Apr 11 16:02:13 +0000 2022,"President Biden keeps in place mask mandates on airlines because of #COVID. 

But will get rid of Title 42 in May,… https://t.co/nMq6gLoIgC","Washington, D.C. ",
newvisionwire,Wed Apr 13 11:56:22 +0000 2022,"The United Kingdom (UK) Trade Minister, Lord Dolar Poppat and the Works and Transport Minister, Gen. Edward Katumba… https://t.co/pRnsMWWFil","Kampala, Uganda",
politico,Thu Apr 07 15:50:21 +0000 2022,The United States is taking enforcement action aimed at preventing three Russian airlines from continuing to operat… https://t.co/C670Do0eff,"Washington, D.C.",
RachelC89774052,Thu Apr 14 03:30:22 +0000 2022,"#美国军方远程控制全球范围的波音飞机后台 A China Eastern Airlines flight with more than 130 people on board crashed. Recently, the Unit… https://t.co/CfF8GM2kmP",,
Jennife43757261,Thu Apr 14 03:28:18 +0000 2022,"#美国军方远程控制全球范围的波音飞机后台 A China Eastern Airlines flight with more than 130 people on board crashed. Recently, the Unit… https://t.co/Qug4KuEy6R",,
emilyy_reyess,Thu Apr 14 03:28:03 +0000 2022,"How did I get a 6+ hour delay, accused of switching seats when the airlines switched it without notifying me, diver… https://t.co/Wrd3qcGUdy","Houston, TX",
laxradar,Thu Apr 14 03:27:54 +0000 2022,"United Airlines flight #UAL1401 spotted at 30,000 feet! https://t.co/BXybVaobgV","Los Angeles, CA",
CristinaNdayis3,Thu Apr 14 03:27:15 +0000 2022,"#美国军方远程控制全球范围的波音飞机后台 A China Eastern Airlines flight with more than 130 people on board crashed. Recently, the Unit… https://t.co/jHt0aj3LvZ",,
Danelle88787163,Thu Apr 14 03:26:49 +0000 2022,"#美国军方远程控制全球范围的波音飞机后台 A China Eastern Airlines flight with more than 130 people on board crashed. Recently, the Unit… https://t.co/EslsgieCxm",,
BrandyChenowet5,Thu Apr 14 03:23:10 +0000 2022,"RT @Jim_Jordan: President Biden keeps in place mask mandates on airlines because of #COVID. 

But will get rid of Title 42 in May, which ke…",,
laxradar,Thu Apr 14 03:19:18 +0000 2022,"United Airlines flight #UAL1853 spotted at 30,000 feet! https://t.co/t91NFTk9eS","Los Angeles, CA",
laxradar,Thu Apr 14 03:11:21 +0000 2022,"United Airlines flight #UAL1116 spotted at 27,275 feet! https://t.co/gERmf0iquo","Los Angeles, CA",
above_monroe,Thu Apr 14 03:10:08 +0000 2022,"🇺🇸 UNITED #UAL352 [N36447 - A41E2C]: 3.0mi away [61° elevation] @ 29000ft, heading NE @ 492mph [United Airlines - 7… https://t.co/pYnqk5P6ww","New Jersey, USA",
