user,date,text,location,coordinates
WAVY_RickyM,Sat Feb 04 14:08:30 +0000 2023,United Airlines flight 1097 spotted the balloon this morning over Asheville and reported it in a PIREP. PIREPs are… https://t.co/hXLgdiq8tC,"Hampton, VA",
IntelCrab,Fri Feb 03 17:44:15 +0000 2023,Here's a rough cut of ATC coms from Kansas City ATC captured around an hour ago. Spy balloon was noted by passing U… https://t.co/Ts2LpzjKpE,,
CBSEveningNews,Sat Feb 04 00:27:48 +0000 2023,The FAA is investigating what happened at Newark Liberty International Airport in New Jersey when two United Airlin… https://t.co/rrQDNpDgSZ,📺 6:30 p.m. ET,
laxradar,Sun Feb 05 12:03:58 +0000 2023,"United Airlines flight #UAL383 spotted at 37,000 feet! https://t.co/8QF8Qn6w7a","Los Angeles, CA",
SeasonsGala,Sun Feb 05 12:00:26 +0000 2023,Vintage United Airlines 4 Star Pin Lapel Pilot 10k Rare Find Red White Blue Gold...👉 https://t.co/soavLMq6LH,"Ontario, Canada",
BuchananLiz,Sun Feb 05 11:56:21 +0000 2023,RT @DocTallis: Interesting industry opportunity for the analysts out there. United Airlines: Senior Analyst - Geopolitical Analysis &amp; Intel…,Canberra,
Visit__World,Sun Feb 05 11:54:42 +0000 2023,How To Access United Airlines Clubs https://t.co/uv0TryAuNm #Globetrotters #Travel #TravelTips #Touring #CityGuide… https://t.co/uKjlO7xlat,,
BoeingDriva,Sun Feb 05 11:50:21 +0000 2023,RT @vargasmoni: Two United Airlines Aircraft Clip Wings At Newark Liberty International Airport https://t.co/P2pEU7cckh,"43.6777° N, 79.6248° W-41000ft",
OverPutney,Sun Feb 05 11:42:40 +0000 2023,#UAL961 N2749U 777 300ER United Airlines FRA-EWR Frankfurt Airport to Newark Liberty International Airport: 2.6 mi… https://t.co/s4ftQFlPgs,"Putney, London",
ShahpurTurkCSC,Sun Feb 05 11:36:04 +0000 2023,"Major Aviation Disaster Averted in United States: Southwest Airlines, FedEx Aircrafts Evade Collision – Watch Video https://t.co/ksLkx0y0qg","VPO Shahpur Turk, Sonipat",
sarpy_spotter,Sun Feb 05 11:33:25 +0000 2023,"#UAL1056 A319 131 United Airlines: 5.8 mi away @ 32975 ft and 47.2° frm hrzn, heading E  - 05:32:26… https://t.co/DwlhiCOcbf","Bellevue, NE",
sarpy_spotter,Sun Feb 05 11:33:20 +0000 2023,"#UAL1056 A319 131 United Airlines: 5.8 mi away @ 32975 ft and 47.2° frm hrzn, heading E  - 05:32:26… https://t.co/EIrl8aTzx0","Bellevue, NE",
COVID_Scale,Sun Feb 05 11:30:49 +0000 2023,"Since the start of the pandemic, 1,136,042 Americans have died from #COVID19 (16.8% of all deaths worldwide). That… https://t.co/azRY2poHFj",Earth,
centralspotter,Sun Feb 05 11:27:03 +0000 2023,"👀✈️🔊
N35953 
#Unknown 
#United Airlines 
#United States
#Boeing 787 9 
#United Airlines
#A4095F
Alt 38975ft… https://t.co/Ruz1AuVs27","Scotland, United Kingdom",
DocTallis,Sun Feb 05 11:25:08 +0000 2023,Interesting industry opportunity for the analysts out there. United Airlines: Senior Analyst - Geopolitical Analysi… https://t.co/IvXB4kEvaN,,
centralspotter,Sun Feb 05 11:21:58 +0000 2023,"👀✈️🔊
G-CMJM 
#Unknown 
#Emerald Airlines 
#United Kingdom
#Aerospatiale ATR 72-600 
#Emerald Airlines
#407E32
Alt 1… https://t.co/eGIWf3UMp5","Scotland, United Kingdom",
OneMileataTime,Sun Feb 05 11:18:47 +0000 2023,How To Access United Airlines Clubs https://t.co/ZUzg0V9lkW https://t.co/zvJCM4Fvet,Hopefully traveling!,
BoardingArea,Sun Feb 05 11:18:34 +0000 2023,How To Access United Airlines Clubs https://t.co/BHV4DweyRN via @OneMileataTime https://t.co/nONf10gvXF,,
centralspotter,Sun Feb 05 11:17:24 +0000 2023,"👀✈️🔊
N733AR 
#AAL78 
#American Airlines 
#United States
#Boeing 777 323ER 
#American Airlines
#A9D640
Alt 35000ft… https://t.co/Sdvh7lfvX1","Scotland, United Kingdom",
centralspotter,Sun Feb 05 11:15:23 +0000 2023,"👀✈️🔊
N649UA 
#Unknown 
#United Airlines 
#United States
#Boeing 767 322ER/W 
#United Airlines
#A8886D
Alt 32000ft… https://t.co/SzCNNHi95Q","Scotland, United Kingdom",
centralspotter,Sun Feb 05 11:14:21 +0000 2023,"👀✈️🔊
N779AN 
#AAL146 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA8A83
Alt 37000ft… https://t.co/xwF5cnD4k1","Scotland, United Kingdom",
abovestockport,Sun Feb 05 11:11:20 +0000 2023,"UAL71   United Airlines   N649UA   Boeing 767 322ER/W 
Altitude: 32025 ft   Distance: 14.82 km 
Speed: 483.5 mph… https://t.co/JwT7tFBqcL","Stockport, England",
skygoflycom,Sun Feb 05 11:03:22 +0000 2023,"American Ending Agreement with Mesa Airlines, United to Step In https://t.co/JdpiCQdaWD #americanairlines https://t.co/qBrCJ6vLWU","Southlake, TX",
DilRubaIsBack,Sun Feb 05 11:03:07 +0000 2023,RT @AP: A United Airlines flight headed from Chicago to Las Vegas made an unplanned stop in Nebraska on Saturday after the pilot reported e…,"New York, USA",
laxradar,Sun Feb 05 11:02:20 +0000 2023,"United Airlines flight #UAL1430 spotted at 37,000 feet! https://t.co/cFeVdx3OPW","Los Angeles, CA",
centralspotter,Sun Feb 05 11:02:08 +0000 2023,"👀✈️🔊
N38955 
#UAL923 
#United Airlines 
#United States
#Boeing 787 9 
#United Airlines
#A47FDE
Alt 41000ft
 #A47FDE… https://t.co/9qjfwobXUA","Scotland, United Kingdom",
TourAmericaTV,Sun Feb 05 11:00:28 +0000 2023,"👉7-night🗽New York &amp; Las Vegas🏜️  from €1,359pp
📆1 Sep 23
✈@united Airlines Flights, incl taxes &amp; bags
🏨3-night Kixb… https://t.co/5PF7aONv9N",Dublin City & Cork City,
laxradar,Sun Feb 05 10:57:45 +0000 2023,"United Airlines flight #UAL1731 spotted at 37,000 feet! https://t.co/owQAREe1bh","Los Angeles, CA",
laxradar,Sun Feb 05 10:56:40 +0000 2023,"United Airlines flight #UAL252 spotted at 37,000 feet! https://t.co/4lpkWEsBJT","Los Angeles, CA",
centralspotter,Sun Feb 05 10:55:31 +0000 2023,"👀✈️🔊
N779AN 
#AAL146 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA8A83
Alt 37000ft… https://t.co/XPp5DH6OFD","Scotland, United Kingdom",
sarpy_spotter,Sun Feb 05 10:52:37 +0000 2023,"#UAL790 737MAX 8 United Airlines: 3.0 mi away @ 33000 ft and 64.3° frm hrzn, heading E  - 04:51:22… https://t.co/PI8NljUg1G","Bellevue, NE",
smartearthling,Sun Feb 05 10:48:53 +0000 2023,United Airlines announces sustainable aviation fuel partnership - USA TODAY https://t.co/Vyr4YzVtLi,San Francisco,
whats_above_SE1,Sun Feb 05 10:47:52 +0000 2023,"Flight: #UAL973
Reg: N14011
Oper: United Airlines Inc
Route: BRU-ORD Brussels Airport (Zaventem Airport) to O'Hare… https://t.co/PXadNHQ9Gn","London, England",
OverPutney,Sun Feb 05 10:46:17 +0000 2023,#UAL973 N14011 787 10 United Airlines BRU-ORD Brussels Airport (Zaventem Airport) to O'Hare International Airport:… https://t.co/U0mbHPxWQi,"Putney, London",
abovestockport,Sun Feb 05 10:39:14 +0000 2023,"KLM168   KLM Royal Dutch Airlines   PH-BKK   Boeing 787 10 
Altitude: 36975 ft   Distance: 14.95 km 
Speed: 449.7 m… https://t.co/6vxB7RHkrO","Stockport, England",
centralspotter,Sun Feb 05 10:39:14 +0000 2023,"👀✈️🔊
N38955 
#Unknown 
#United Airlines 
#United States
#Boeing 787 9 
#United Airlines
#A47FDE
Alt 40975ft… https://t.co/7WBpF1s4DL","Scotland, United Kingdom",
abovestockport,Sun Feb 05 10:38:44 +0000 2023,"SIA52   Singapore Airlines   9V-SMU   Airbus A350 941 
Altitude: 2350 ft   Distance: 1.63 km 
Speed: 177.4 mph   Sq… https://t.co/3HOL01Kz7o","Stockport, England",
caribtelNY,Sun Feb 05 10:38:32 +0000 2023,RT @TheStreet: It's a dangerous sort of chaos and it's something United Airlines has done very intentionally https://t.co/p3rCWd70Q8,"Manhattan, New York",
skyoverhavant,Sun Feb 05 10:32:05 +0000 2023,"➠United Airlines Boeing 787-9 Dreamliner
8mls SW of Havant @ 16250ft ➴ heading NNE ↑ at 342mph. REG:N24974 CS:UAL5… https://t.co/rt41flBhBk","Havant, Hampshire",
laxradar,Sun Feb 05 10:22:35 +0000 2023,"United Airlines flight #UAL43 spotted at 35,000 feet! https://t.co/08UhKE9jUu","Los Angeles, CA",
skyoverhavant,Sun Feb 05 10:11:12 +0000 2023,"➠SAS Airbus A320-251N
11mls NW of Havant @ 35000ft ➵ heading SW ↙ at 549mph. REG:LN-RGO CS:SAS7539 SQ:5211
➠United… https://t.co/3AuPtsuzv4","Havant, Hampshire",
foxwallstreetus,Sun Feb 05 10:11:05 +0000 2023,"CNBC: Passenger airlines are a crucial industry in the global economy, but the sector is also extremely volatile. W… https://t.co/nWBZDtWPGH",,
giogolija,Sun Feb 05 10:08:54 +0000 2023,"RT @CNBC: Passenger airlines are a crucial industry in the global economy, but the sector is also extremely volatile. Why do airlines strug…",Rustavi ,
OLEWTVDRC,Sun Feb 05 10:08:50 +0000 2023,"RT @ABC7Chicago: A United Airlines flight from Chicago to Las Vegas was forced to make an emergency landing in Lincoln, Nebraska Saturday d…",Nationwide 🇺🇸,
OLEWTV,Sun Feb 05 10:08:41 +0000 2023,"RT @ABC7Chicago: A United Airlines flight from Chicago to Las Vegas was forced to make an emergency landing in Lincoln, Nebraska Saturday d…",DualRCommunications@gmail.com,
money_and_biz_,Sun Feb 05 10:08:11 +0000 2023,"[CNBC] Passenger airlines are a crucial industry in the global economy, but the sector is also extremely vo https://t.co/BSdjSijERj",,
TableTalk101TV,Sun Feb 05 10:07:37 +0000 2023,"RT @ABC7Chicago: A United Airlines flight from Chicago to Las Vegas was forced to make an emergency landing in Lincoln, Nebraska Saturday d…",USA🇺🇸,
Da_Place2B,Sun Feb 05 10:07:26 +0000 2023,"RT @ABC7Chicago: A United Airlines flight from Chicago to Las Vegas was forced to make an emergency landing in Lincoln, Nebraska Saturday d…",USA-🇺🇸,
skyoverhavant,Sun Feb 05 10:02:28 +0000 2023,"➠United Airlines Boeing 767-322(ER)
9mls SW of Havant @ 16400ft ➴ heading NNE ↑ at 376mph. REG:N674UA CS:UAL940 SQ:7650
05/02/2023 10:02:28","Havant, Hampshire",
CNBC,Sun Feb 05 10:02:00 +0000 2023,"Passenger airlines are a crucial industry in the global economy, but the sector is also extremely volatile. Why do… https://t.co/bl6T09udrS","Englewood Cliffs, NJ",
John10v25KJB,Sun Feb 05 09:56:44 +0000 2023,"RT @PDTweetsTruth: @MaxineVatersPAC @POTUS Really?  Trump was President then? 🤔
United Airlines Flight 93 was a domestic scheduled passenge…",Michigan,
PDTweetsTruth,Sun Feb 05 09:55:41 +0000 2023,"@MaxineVatersPAC @POTUS Really?  Trump was President then? 🤔
United Airlines Flight 93 was a domestic scheduled pas… https://t.co/W6ugsThmKf","Killeen, TX",
centralspotter,Sun Feb 05 09:49:53 +0000 2023,"👀✈️🔊
N17133 
#UAL37 
#United Airlines 
#United States
#Boeing 757 224/W 
#United Airlines
#A11FC1
Alt 1575ft… https://t.co/zzaTekliQY","Scotland, United Kingdom",
MyDCANews,Sun Feb 05 09:41:53 +0000 2023,"RT @fox5dc: United Airlines described what happened as a ""technical issue.""  https://t.co/1DgZz5pb4x","Washington, DC",
dragonadvantage,Sun Feb 05 09:40:34 +0000 2023,RT @dragonadvantage: United Airlines CEO Says Airlines Face Maximum Stress https://t.co/IR7zUBmGIb https://t.co/8H7J3K8sHR,"New Jersey, USA",
abovestockport,Sun Feb 05 09:37:17 +0000 2023,"SAS4609   Scandinavian Airlines Connect   EI-SIP   Airbus A320-251N 
Altitude: 2275 ft   Distance: 6.01 km 
Speed:… https://t.co/VvSDXnOfY6","Stockport, England",
PPDR_RIO,Sun Feb 05 09:36:09 +0000 2023,"RT @ZeeNewsEnglish: #US: 2 Planes avoid major crash after both were given clearance to use the same runway 

#Aviation 
https://t.co/0ig9YQ…",Rio de Janeiro,
OverPutney,Sun Feb 05 09:28:20 +0000 2023,#UAL74 N664UA 767 322ER/W United Airlines EWR-FRA Newark Liberty International Airport to Frankfurt Airport: 3.8 mi… https://t.co/vIkMkrpNP8,"Putney, London",
matthewbagonza,Sun Feb 05 09:27:41 +0000 2023,"RT @KBarigye: Well done guys!
I am reminded of Oscar Munoz’ words “Communication and communication strategy is not just part of the game—it…",,
laxradar,Sun Feb 05 09:20:21 +0000 2023,"United Airlines flight #UAL344 spotted at 33,000 feet! https://t.co/8qUePLPSkT","Los Angeles, CA",
F_xxxyyy007,Sun Feb 05 09:18:54 +0000 2023,RT @FlightEmergency: United Airlines flight UA1888 diverted to Lincoln (LNK) earlier today due to right engine failure,日本東京都・沖縄県那覇市牧志・Singapore 住み,
F_xxxyyy007,Sun Feb 05 09:18:39 +0000 2023,RT @RadarBoxCom: United Airlines #UA1888 from Chicago (ORD) to Las Vegas (LAS) is declaring an emergency via squawk 7700: https://t.co/C1rx…,日本東京都・沖縄県那覇市牧志・Singapore 住み,
sarpy_spotter,Sun Feb 05 09:16:18 +0000 2023,"#UAL1390 737NG 724/W United Airlines: 4.8 mi away @ 33000 ft and 52.3° frm hrzn, heading E  - 03:15:15… https://t.co/JpsXgEbAze","Bellevue, NE",
fox5dc,Sun Feb 05 09:15:03 +0000 2023,"United Airlines described what happened as a ""technical issue.""  https://t.co/1DgZz5pb4x",DC/MD/VA,
sarpy_spotter,Sun Feb 05 09:07:34 +0000 2023,"#UAL1786 737NG 924ER/W United Airlines: 2.4 mi away @ 33000 ft and 69.2° frm hrzn, heading E  - 03:06:25… https://t.co/9f97d0Pbnl","Bellevue, NE",
laxradar,Sun Feb 05 09:01:32 +0000 2023,United Airlines flight #UAL1896 spotted at 925 feet! https://t.co/6uFQzj6UPo,"Los Angeles, CA",
BIGBARLY,Sun Feb 05 09:00:49 +0000 2023,"@daniel_RNSD You might be right, but am sure of some facts.
1- It was an upset customer(s). 
2- Through official ch… https://t.co/TxdlVfh64e","Kampala, Uganda",
laxradar,Sun Feb 05 09:00:14 +0000 2023,"United Airlines flight #UAL505 spotted at 35,000 feet! https://t.co/FRryIYTymN","Los Angeles, CA",
laxradar,Sun Feb 05 08:56:19 +0000 2023,United Airlines flight #UAL684 spotted at 650 feet! https://t.co/HABNEPz30Z,"Los Angeles, CA",
abovestockport,Sun Feb 05 08:55:59 +0000 2023,"KLM644   KLM Royal Dutch Airlines   PH-BKF   Boeing 787 10 
Altitude: 40975 ft   Distance: 14.93 km 
Speed: 475.8 m… https://t.co/1dqQPwgOpI","Stockport, England",
sarpy_spotter,Sun Feb 05 08:55:15 +0000 2023,"#UAL362 767 424ER United Airlines: 0.9 mi away @ 35000 ft and 82.6° frm hrzn, heading E  - 02:54:03… https://t.co/8E0MnHvjL1","Bellevue, NE",
centralspotter,Sun Feb 05 08:49:47 +0000 2023,"👀✈️🔊
N777AN 
#Unknown 
#American Airlines 
#United States
#Boeing 777 223ER 
#American Airlines
#AA8315
Alt 39000ft… https://t.co/9nFuPoAYsR","Scotland, United Kingdom",
musicbyfamous,Sun Feb 05 08:45:53 +0000 2023,RT @heartbreakmosa: Damn United Airlines did me dirty 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️ @united and then told me they can’t do nothing about it 🤦🏽‍♂️🤦🏽‍♂️ th…,Lowell,
21airlinenew,Sun Feb 05 08:40:07 +0000 2023,"It costs over $200,000 to paint a plane — here's a look into the $18 billion aircraft paint industry

https://t.co/KuExE8g3XY",,
laxradar,Sun Feb 05 08:38:17 +0000 2023,"United Airlines flight #UAL2277 spotted at 1,850 feet! https://t.co/xrbucr6n9o","Los Angeles, CA",
abovestockport,Sun Feb 05 08:27:26 +0000 2023,"SIA52   Singapore Airlines   9V-SMU   Airbus A350 941 
Altitude: 6175 ft   Distance: 14.86 km 
Speed: 220.2 mph   S… https://t.co/k13WA6Qmtm","Stockport, England",
abovestockport,Sun Feb 05 08:26:47 +0000 2023,"SAS4609   Scandinavian Airlines Connect   EI-SIP   Airbus A320-251N 
Altitude: 4500 ft   Distance: 14.87 km 
Speed:… https://t.co/uSXIrDkBeQ","Stockport, England",
laxradar,Sun Feb 05 08:26:46 +0000 2023,"United Airlines flight #UAL2435 spotted at 35,000 feet! https://t.co/67jhkyjoUw","Los Angeles, CA",
centralspotter,Sun Feb 05 08:24:51 +0000 2023,"👀✈️🔊
N756CA 
#NCR875 
#National Airlines 
#United States
#Boeing 747 412BCF 
#National Airlines
#AA3086
Alt 35000ft… https://t.co/v5Twonx2Pf","Scotland, United Kingdom",
laxradar,Sun Feb 05 08:21:21 +0000 2023,"United Airlines flight #UAL348 spotted at 38,975 feet! https://t.co/Yz7WL9nfrI","Los Angeles, CA",
laxradar,Sun Feb 05 08:20:38 +0000 2023,"United Airlines flight #UAL218 spotted at 37,000 feet! https://t.co/GgLGbPFxTM","Los Angeles, CA",
abovestockport,Sun Feb 05 08:19:38 +0000 2023,"KLM35N   KLM Royal Dutch Airlines   PH-HSD   Boeing 737NG 8K2/W 
Altitude: 5300 ft   Distance: 14.42 km 
Speed: 257… https://t.co/XnCu2FRYde","Stockport, England",
laxradar,Sun Feb 05 08:18:10 +0000 2023,"United Airlines flight #UAL67 spotted at 39,000 feet! https://t.co/cDnyXrR7ah","Los Angeles, CA",
bryttgunter01,Sun Feb 05 08:16:54 +0000 2023,"RT @KBarigye: Well done guys!
I am reminded of Oscar Munoz’ words “Communication and communication strategy is not just part of the game—it…","Kampala, Uganda",
laxradar,Sun Feb 05 08:13:30 +0000 2023,United Airlines flight #UAL645 spotted at 675 feet! https://t.co/Md2Pryg7iv,"Los Angeles, CA",
centralspotter,Sun Feb 05 08:13:12 +0000 2023,"👀✈️🔊
N728AN 
#AAL20 
#American Airlines 
#United States
#Boeing 777 323ER 
#American Airlines
#A9C151
Alt 35000ft… https://t.co/da0XenSzau","Scotland, United Kingdom",
HoareauNATHALI6,Sun Feb 05 08:11:49 +0000 2023,"RT @ZeeNewsEnglish: #US: 2 Planes avoid major crash after both were given clearance to use the same runway 

#Aviation 
https://t.co/0ig9YQ…",,
ashlyorndoff1,Sun Feb 05 08:10:31 +0000 2023,Engine problems force Vegas-bound flight to land in Nebraska | The Independent https://t.co/3gO8aOyv6B,Kentucky ,
laxradar,Sun Feb 05 08:02:48 +0000 2023,"United Airlines flight #UAL1605 spotted at 1,800 feet! https://t.co/t5tzeSV1MA","Los Angeles, CA",
laxradar,Sun Feb 05 08:01:41 +0000 2023,"United Airlines flight #UAL1738 spotted at 31,325 feet! https://t.co/nuOM2VfVB1","Los Angeles, CA",
centralspotter,Sun Feb 05 08:01:27 +0000 2023,"👀✈️🔊
N728AN 
#AAL20 
#American Airlines 
#United States
#Boeing 777 323ER 
#American Airlines
#A9C151
Alt 35000ft… https://t.co/pcMKcXPivJ","Scotland, United Kingdom",
centralspotter,Sun Feb 05 07:58:24 +0000 2023,"👀✈️🔊
N17133 
#Unknown 
#United Airlines 
#United States
#Boeing 757 224/W 
#United Airlines
#A11FC1
Alt 36175ft… https://t.co/MqkE8NzjTL","Scotland, United Kingdom",
centralspotter,Sun Feb 05 07:54:19 +0000 2023,"👀✈️🔊
N17133 
#Unknown 
#United Airlines 
#United States
#Boeing 757 224/W 
#United Airlines
#A11FC1
Alt 39000ft… https://t.co/0QXDfrbp58","Scotland, United Kingdom",
jenndpelaez,Sun Feb 05 07:52:41 +0000 2023,"@Mat__Savage @mikedavl @editingemily It was great before and after I got status.

Clear winner when my friends and… https://t.co/ofa66ZOHdK","New York, NY",
_Jewel_C_,Sun Feb 05 07:52:03 +0000 2023,"RT @LauraLoomer: This week, a group of unvaccinated pilots filed a lawsuit against United Airlines! 

They are being Represented by @CaliKi…",,
sarpy_spotter,Sun Feb 05 07:49:50 +0000 2023,"#UAL1253 737NG 924ER/W United Airlines: 3.1 mi away @ 33000 ft and 63.6° frm hrzn, heading E  - 01:48:41… https://t.co/OOSXdAgnZc","Bellevue, NE",
KBarigye,Sun Feb 05 07:49:13 +0000 2023,"Well done guys!
I am reminded of Oscar Munoz’ words “Communication and communication strategy is not just part of t… https://t.co/Vy2QM486vb",Uganda,
laxradar,Sun Feb 05 07:46:24 +0000 2023,"United Airlines flight #UAL8118 spotted at 39,000 feet! https://t.co/0HsuFXMqS4","Los Angeles, CA",
FOX29philly,Sun Feb 05 07:45:15 +0000 2023,"United Airlines described what happened as a ""technical issue.""  https://t.co/168DOuBHMX","Philadelphia, PA",
NewShiroboshiya,Sun Feb 05 07:38:21 +0000 2023,RT @JacdecNew: United Airlines B787-900 (N29981) + B757-200 (N17133) sustained wing damage in a ground collision at NY Newark-Intl AP NJ. T…,OSAKA/JAPAN,
