user,date,text,location,coordinates
CNN,Wed Feb 09 22:15:10 +0000 2022,A man arrested on suspicion of raping a woman on a United Airlines flight to London Heathrow Airport has been relea… https://t.co/qO5E5EfBhw,,
FoxNews,Wed Feb 09 20:45:00 +0000 2022,United Airlines passenger accused of raping woman in first class during London-bound flight https://t.co/jighg1r6Fq,U.S.A.,
DailyCaller,Thu Feb 10 04:30:00 +0000 2022,"Woman Says She Was Raped On Flight To US, Airline Confirms Its Aware Of Allegation https://t.co/boTFFO41AN","Washington, DC",
laxradar,Thu Feb 10 22:04:53 +0000 2022,"United Airlines flight #UAL2110 spotted at 15,875 feet! https://t.co/GLxH6j1AQ5","Los Angeles, CA",
laxradar,Thu Feb 10 22:02:21 +0000 2022,"United Airlines flight #UAL2166 spotted at 16,725 feet! https://t.co/ZGXwEzqFZu","Los Angeles, CA",
Air101blog,Thu Feb 10 22:00:11 +0000 2022,"United Plans to Expand Service to Cape Town With Year-Round, Non-Stop Flights From New York/Newark… https://t.co/kLmvsqhQKO",Near Gatwick Airport,
JWalkeReklaW,Thu Feb 10 22:00:09 +0000 2022,"If you enjoy taking flight get into Airlines stocks, not just airline points.

American Airlines $AAL
Delta Airline… https://t.co/VuQTsJ6R8G",In a book 📚,
AvSourceNews,Thu Feb 10 22:00:01 +0000 2022,"#ICYMI | United Airlines To Cooperate With UK Authorities Following An Arrest Made on Suspicion of Rape

Read more… https://t.co/BSErsvq2jL",,
DanDaMan97x,Thu Feb 10 21:57:49 +0000 2022,RT @AusterityAirli1: United Airlines Boeing 757-224 N14102 on short final for runway 8R at Houston - George Bush Intercontinental in Januar…,Canada,
laxradar,Thu Feb 10 21:54:19 +0000 2022,"United Airlines flight #UAL2093 spotted at 17,925 feet! https://t.co/T9SDRicZ2B","Los Angeles, CA",
AusterityAirli1,Thu Feb 10 21:54:18 +0000 2022,United Airlines Boeing 757-224 N14102 on short final for runway 8R at Houston - George Bush Intercontinental in Jan… https://t.co/7I9J32fu17,Great Britain,
TheSpiceQueen_,Thu Feb 10 21:53:54 +0000 2022,Woman Raped In United Airlines Business Class - One Mile at a Time https://t.co/wxL8pPKxh0,ATL.,
centralspotter,Thu Feb 10 21:43:27 +0000 2022,"👀✈️🔊
PH-BXH 
#KLM1293 
#KLM Royal Dutch Airlines 
#Netherlands
#Boeing 737NG 8K2/W 
#KLM Royal Dutch Airlines#48416… https://t.co/vqy8sAxdP5","Scotland, United Kingdom",
laxradar,Thu Feb 10 21:41:03 +0000 2022,"United Airlines flight #UAL1497 spotted at 1,950 feet! https://t.co/v9OSJ9wHkp","Los Angeles, CA",
MileageRunner,Thu Feb 10 21:39:22 +0000 2022,[#UnitedAirlines] Adds Year-Round Cape Town Flights - One Mile at a Time https://t.co/uwmrbfW6TK,"Los Angeles, CA",
Kualy2014,Thu Feb 10 21:35:05 +0000 2022,"RT @Kramer_Pollack: 𝗠𝗮𝗻 𝗮𝗰𝗰𝘂𝘀𝗲𝗱 𝗼𝗳 #raping 𝘄𝗼𝗺𝗮𝗻 𝗼𝗻 𝗳𝗹𝗶𝗴𝗵𝘁 𝘁𝗼 𝗟𝗼𝗻𝗱𝗼𝗻
-A man was arrested off a United Airlines flight after a woman accused…",,
Kualy2014,Thu Feb 10 21:34:41 +0000 2022,RT @mercnews: Man arrested on suspicion of rape on United Airlines flight to London https://t.co/h4ADnGCIOY,,
Kualy2014,Thu Feb 10 21:33:42 +0000 2022,RT @cnni: A man arrested on suspicion of raping a woman on a United Airlines flight to London Heathrow Airport has been released under inve…,,
Kualy2014,Thu Feb 10 21:33:32 +0000 2022,RT @CNN: A man arrested on suspicion of raping a woman on a United Airlines flight to London Heathrow Airport has been released under inves…,,
laxradar,Thu Feb 10 21:33:27 +0000 2022,"United Airlines flight #UAL2199 spotted at 26,800 feet! https://t.co/1m5ik0D1L8","Los Angeles, CA",
colearygolf,Thu Feb 10 21:33:25 +0000 2022,"GW:United Airlines, PGA Tour collaborate to assist HBCU golf programs with travel expenses https://t.co/e2T5TEgczd",,
Kualy2014,Thu Feb 10 21:32:54 +0000 2022,RT @KSNTNews: PLANE RAPE: A passenger aboard a United Airlines flight to London has been accused of raping a woman during an overnight trip…,,
kcreedy,Thu Feb 10 21:32:43 +0000 2022,If we are going to widen the #pilot pipelines we have to get coverage from the right publications and that's why I… https://t.co/2KPwKQUD0E,U.S. East Coast,
Kualy2014,Thu Feb 10 21:32:27 +0000 2022,"RT @dna: Woman complained to the cabin crew of the United Airlines flight saying a man had forced her to have sex with him.

https://t.co/R…",,
LANKATIME1,Thu Feb 10 21:32:09 +0000 2022,RT @DailyWorld24: Man accused of raping woman on United Airlines flight from New Jersey to London: A man has been arrested on allegations t…,,
worldnewstop247,Thu Feb 10 21:31:40 +0000 2022,RT @DailyWorld24: Man accused of raping woman on United Airlines flight from New Jersey to London: A man has been arrested on allegations t…,,
laxradar,Thu Feb 10 21:31:15 +0000 2022,"United Airlines flight #UAL1115 spotted at 3,975 feet! https://t.co/eSzjI53yGN","Los Angeles, CA",
worldnews24eu,Thu Feb 10 21:31:03 +0000 2022,RT @DailyWorld24: Man accused of raping woman on United Airlines flight from New Jersey to London: A man has been arrested on allegations t…,,
DailyWorld24,Thu Feb 10 21:28:30 +0000 2022,Man accused of raping woman on United Airlines flight from New Jersey to London: A man has been arrested on allegat… https://t.co/tNJZKhdlty,Switzerland,
centralspotter,Thu Feb 10 21:27:14 +0000 2022,"👀✈️🔊
PH-BCE 
#KLM49J 
#KLM Royal Dutch Airlines 
#Netherlands
#Boeing 737NG 8K2/W 
#KLM Royal Dutch Airlines#484FDF… https://t.co/L02PThPKqy","Scotland, United Kingdom",
laxradar,Thu Feb 10 21:27:00 +0000 2022,United Airlines flight #UAL1219 spotted at 175 feet! https://t.co/mrq2qFUmzS,"Los Angeles, CA",
laxradar,Thu Feb 10 21:21:53 +0000 2022,"United Airlines flight #UAL1757 spotted at 10,800 feet! https://t.co/OE5oL951VU","Los Angeles, CA",
golfweek,Thu Feb 10 21:20:04 +0000 2022,"United Airlines, PGA Tour collaborate to assist HBCU golf programs with travel expenses  https://t.co/1QFQ5iJIqN",Worldwide,
ShopAmerGolf,Thu Feb 10 21:16:33 +0000 2022,"Golf News 🔥 Hot of the press United Airlines, PGA Tour collaborate to assist HBCU golf programs with travel expense… https://t.co/X6NM32qdeB",,
