user,date,text,location,coordinates
davidsirota,Fri Jan 20 18:36:50 +0000 2023,"🚨NEWS: United's CEO just admitted the airline ticket scam that @SecretaryPete has refused to crack down on. 

State… https://t.co/9U8jWrLZ9k","Denver, CO",
UberFacts,Fri Jan 20 10:03:53 +0000 2023,"Checked bags used to be free in the United States until 2008, when American Airlines became the first major airline… https://t.co/H1Tzvpl9qO",🌎,
LeverNews,Fri Jan 20 18:42:44 +0000 2023,NEW: United Airlines’ CEO said airlines are selling seats for flights they can’t staff — but Buttigieg hasn’t acted… https://t.co/5yG9Ndny2N,On The Internet,
PaulMas04914576,Sat Jan 21 15:04:19 +0000 2023,"RT @davidsirota: 🚨NEWS: United's CEO just admitted the airline ticket scam that @SecretaryPete has refused to crack down on. 

State AGs de…","Monterey, CA",
popgoesthequest,Sat Jan 21 15:02:52 +0000 2023,"United Airlines B757 Luggage Tag
Price: $15
Link: https://t.co/IWseopfK5g https://t.co/uYBZyZF1IJ",,
laxradar,Sat Jan 21 15:01:49 +0000 2023,"United Airlines flight #UAL99 spotted at 15,300 feet! https://t.co/V01OtVrcoA","Los Angeles, CA",
BOBOWATO,Sat Jan 21 14:59:56 +0000 2023,"THREE USA Airlines. 
Under FEDERAL Investigation.
Scheduled flights the companies KNEW they would NOT be able to fl… https://t.co/niisAjsshq",USA,
EricRPG,Sat Jan 21 14:59:21 +0000 2023,"RT @davidsirota: 🚨NEWS: United's CEO just admitted the airline ticket scam that @SecretaryPete has refused to crack down on. 

State AGs de…","Geneva, Ohio",
TakuyaKoshio,Sat Jan 21 14:59:03 +0000 2023,"RT @spotter_airline: United Airlines
Boeing 777-322/ER
N2243U @ NRT https://t.co/2VbDkouCBl",,
FoxPolitician,Sat Jan 21 14:58:33 +0000 2023,"RT @davidsirota: 🚨NEWS: United's CEO just admitted the airline ticket scam that @SecretaryPete has refused to crack down on. 

State AGs de…","Texas, USA",
dnngerzone,Sat Jan 21 14:57:47 +0000 2023,"RT @davidsirota: 🚨NEWS: United's CEO just admitted the airline ticket scam that @SecretaryPete has refused to crack down on. 

State AGs de…",somewhere only we know,
LisaA311,Sat Jan 21 14:57:41 +0000 2023,"RT @davidsirota: 🚨NEWS: United's CEO just admitted the airline ticket scam that @SecretaryPete has refused to crack down on. 

State AGs de…",NH,
notchalinoguy,Sat Jan 21 14:56:27 +0000 2023,"RT @davidsirota: 🚨NEWS: United's CEO just admitted the airline ticket scam that @SecretaryPete has refused to crack down on. 

State AGs de…","Austin, TX",
